Account Number,INVOICE_ID,INVOICE_AMOUNT,INVOICE_DATE,INVOICE_CURRENCY_CODE,Source Entity,INVOICE_TYPE,Source Description,SUPPLIER_NUMBER,SUPPLIER_NAME,LINE_NUMBER,LINE_TYPE,LINE_AMOUNT,Product Line Description,CHARGE_ACCOUNT
2604404,105091,1290,2026-05-19,USD,Conversion,STANDARD,,102411,AIR COMPONENTS INC,1,ITEM,1290,Etairos_Line_1,1270.1209.000.000.115101.1190.000
2604415,104187,2542,2026-05-14,USD,Conversion,STANDARD,ZAG-01105,102411,AIR COMPONENTS INC,1,ITEM,2542,Etairos_Line_1,1270.1209.100.000.511000.1190.000
2604517,104188,450,2026-05-29,USD,Conversion,STANDARD,KMG-01265,102411,AIR COMPONENTS INC,1,ITEM,450,Etairos_Line_1,1270.1209.100.000.511000.1190.000
2604534,104189,10404,2026-05-30,USD,Conversion,STANDARD,SDW-10370,102411,AIR COMPONENTS INC,1,ITEM,10404,Etairos_Line_1,1270.1209.100.000.511000.1190.000
26056,104190,1630,2026-05-14,USD,Conversion,STANDARD,,102483,ENVIROMENTAL TEST & BALANCE CO,1,ITEM,1630,Etairos_Line_1,1270.1209.100.000.520200.0000.000
260686,104191,152.71,2026-04-24,USD,Conversion,STANDARD,WJT-01099,102782,PRO HYDRONIC SPECIALITES,1,ITEM,152.71,Etairos_Line_1,1270.1209.100.000.511000.0000.000
260805,104192,278.38,2026-05-12,USD,Conversion,STANDARD,RGB-01293,102782,PRO HYDRONIC SPECIALITES,1,ITEM,278.38,Etairos_Line_1,1270.1209.100.000.511000.0000.000
260832,104193,17602.14,2026-05-15,USD,Conversion,STANDARD,WJT-01103,102782,PRO HYDRONIC SPECIALITES,1,ITEM,17602.14,Etairos_Line_1,1270.1209.100.000.511000.0000.000
260900,104194,149.78,2026-05-26,USD,Conversion,STANDARD,RGB-01293,102782,PRO HYDRONIC SPECIALITES,1,ITEM,149.78,Etairos_Line_1,1270.1209.100.000.511000.0000.000
260927,104195,10818.84,2026-05-28,USD,Conversion,STANDARD,WJT-01103,102782,PRO HYDRONIC SPECIALITES,1,ITEM,10818.84,Etairos_Line_1,1270.1209.100.000.511000.0000.000
26343216CR,104196,-651.01,2026-04-29,USD,Conversion,CREDIT,JPH-10124,102443,BOSCH THERMOTECHNOLOGY CORP,1,ITEM,-651.01,Etairos_Line_1,1270.1207.100.000.511000.0000.000
26AH0320,104197,-3461.11,2026-03-20,USD,Conversion,CREDIT,,102405,AAON INC,1,ITEM,-3461.11,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28288933,104198,932.4,2026-04-21,USD,Conversion,STANDARD,RGB-01309,101784,LG ELECTRONICS USA INC,1,ITEM,932.4,Etairos_Line_1,1270.1209.100.000.511000.0000.000
283180,104199,7445.25,2026-05-07,USD,Conversion,STANDARD,CCO-10798,100622,SOLARONICS INC,1,ITEM,7445.25,Etairos_Line_1,1270.1209.100.000.511000.0000.000
283258,104200,435.3,2026-05-19,USD,Conversion,STANDARD,CCO-10798,100622,SOLARONICS INC,1,ITEM,435.3,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28400047,105092,2717.82,2026-05-07,USD,Conversion,STANDARD,,101784,LG ELECTRONICS USA INC,1,ITEM,2717.82,Etairos_Line_1,1270.1209.000.000.115101.0000.000
28416785,104201,4536,2026-05-06,USD,Conversion,STANDARD,GPB-10348,101784,LG ELECTRONICS USA INC,1,ITEM,4536,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28448336,104202,1083.6,2026-05-07,USD,Conversion,STANDARD,RGB-01309,101784,LG ELECTRONICS USA INC,1,ITEM,1083.6,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28484082,104203,238.7,2026-05-13,USD,Conversion,STANDARD,JCW-01059,101784,LG ELECTRONICS USA INC,1,ITEM,238.7,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28631505,104204,270,2026-05-28,USD,Conversion,STANDARD,RGB-01309,101784,LG ELECTRONICS USA INC,1,ITEM,270,Etairos_Line_1,1270.1209.100.000.511000.0000.000
28637621,104205,675,2026-05-29,USD,Conversion,STANDARD,,102459,COOK'S PEST CONTROL,1,ITEM,225,Etairos_Line_1,1270.1209.100.600.726010.0000.000
28637621,104205,675,2026-05-29,USD,Conversion,STANDARD,,102459,COOK'S PEST CONTROL,2,ITEM,225,Etairos_Line_2,1270.1209.100.600.726010.0000.000
28637621,104205,675,2026-05-29,USD,Conversion,STANDARD,,102459,COOK'S PEST CONTROL,3,ITEM,225,Etairos_Line_3,1270.1209.100.600.726010.0000.000
306964,104206,4568,2026-04-27,USD,Conversion,STANDARD,,102927,BILLY ROGERS PLUMBING & HTG,1,ITEM,4568,Etairos_Line_1,1270.1209.200.000.511000.0000.000
31282,105093,485,2026-04-17,USD,Conversion,STANDARD,,102503,GREEN ELECTRIC MOTOR,1,ITEM,485,Etairos_Line_1,1270.1209.000.000.151120.0000.000
3139381,104207,362.33,2026-05-04,USD,Conversion,STANDARD,CCO-10797,102850,TITUS,1,ITEM,362.33,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3140083,104208,411.65,2026-05-05,USD,Conversion,STANDARD,CCO-10800,102850,TITUS,1,ITEM,411.65,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3141877,104209,7645.53,2026-05-12,USD,Conversion,STANDARD,KMG-01281,102850,TITUS,1,ITEM,7645.53,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3144474,104210,448.69,2026-05-22,USD,Conversion,STANDARD,KMG-01281,102850,TITUS,1,ITEM,448.69,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3144763,104211,56.08,2026-05-25,USD,Conversion,STANDARD,CCO-10803,102850,TITUS,1,ITEM,56.08,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3145405,104212,87,2026-05-27,USD,Conversion,STANDARD,CCO-10805,102850,TITUS,1,ITEM,87,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3145553,104213,167.67,2026-05-28,USD,Conversion,STANDARD,CCO-10805,102850,TITUS,1,ITEM,167.67,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3145836,104214,36.13,2026-05-28,USD,Conversion,STANDARD,CCO-10797,102850,TITUS,1,ITEM,36.13,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3146017,104215,317.68,2026-05-29,USD,Conversion,STANDARD,KMG-01281,102850,TITUS,1,ITEM,317.68,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3146026,104216,55.88,2026-05-29,USD,Conversion,STANDARD,CCO-10803,102850,TITUS,1,ITEM,55.88,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3366897,104217,-103.53,2025-10-30,USD,Conversion,CREDIT,,102661,WOODSON & BOZEMAN INC,1,ITEM,-103.53,Etairos_Line_1,1270.1209.100.000.511000.0000.000
3370,105094,2884.06,2026-05-01,USD,Conversion,STANDARD,,103394,MODERN SERVICES,1,ITEM,2884.06,Etairos_Line_1,1270.1209.000.000.151120.0000.000
3740344118,104218,19549.4,2026-04-07,USD,Conversion,STANDARD,,102431,AT&T,1,ITEM,3909.88,Etairos_Line_1,1270.1209.100.600.728040.0000.000
3740344118,104218,19549.4,2026-04-07,USD,Conversion,STANDARD,,102431,AT&T,2,ITEM,3909.88,Etairos_Line_2,1270.1209.100.600.728040.0000.000
3740344118,104218,19549.4,2026-04-07,USD,Conversion,STANDARD,,102431,AT&T,3,ITEM,3909.88,Etairos_Line_3,1270.1209.100.600.728040.0000.000
3740344118,104218,19549.4,2026-04-07,USD,Conversion,STANDARD,,102431,AT&T,4,ITEM,3909.88,Etairos_Line_4,1270.1209.100.600.728040.0000.000
3740344118,104218,19549.4,2026-04-07,USD,Conversion,STANDARD,,102431,AT&T,5,ITEM,3909.88,Etairos_Line_5,1270.1209.100.600.728040.0000.000
37613,104219,5446.28,2026-05-28,USD,Conversion,STANDARD,RGB-01303,103574,JCI - LARGO ENVIRONMENTAL TECHNOLOGIES,1,ITEM,5446.28,Etairos_Line_1,1270.1209.100.000.511000.0000.000
4010154638,104220,42658.2,2026-04-08,USD,Conversion,STANDARD,EKS-01110,102784,RAYPAK,1,ITEM,42658.2,Etairos_Line_1,1270.1207.100.000.511000.0000.000
4010156755,104221,7794.54,2026-04-17,USD,Conversion,STANDARD,GPB-10382,102784,RAYPAK,1,ITEM,7794.54,Etairos_Line_1,1270.1209.100.000.511000.0000.000
4010158669,104222,10597.08,2026-05-01,USD,Conversion,STANDARD,JCW-01045,102784,RAYPAK,1,ITEM,10597.08,Etairos_Line_1,1270.1209.100.000.511000.0000.000
4010159854,104223,62159.09,2026-05-11,USD,Conversion,STANDARD,JCW-01048,102784,RAYPAK,1,ITEM,62159.09,Etairos_Line_1,1270.1209.100.000.511000.0000.000
40105819,104224,1400,2026-05-27,USD,Conversion,STANDARD,RGB-01318,101571,FELLOWES,1,ITEM,1400,Etairos_Line_1,1270.1209.100.000.511000.0000.000
401178,104225,613.09,2026-05-29,USD,Conversion,STANDARD,RGB-01303,103574,JCI - LARGO ENVIRONMENTAL TECHNOLOGIES,1,ITEM,613.09,Etairos_Line_1,1270.1209.100.000.511000.0000.000
4130795,104226,638.4,2026-04-22,USD,Conversion,STANDARD,,102536,KELE INC,1,ITEM,638.4,Etairos_Line_1,1270.1209.200.600.721040.0000.000
42678,105095,1004.01,2026-05-12,USD,Conversion,STANDARD,,102024,PURE HUMIDIFIER,1,ITEM,1004.01,Etairos_Line_1,1270.1209.000.000.115101.0000.000
42779,105096,573.56,2026-04-30,USD,Conversion,STANDARD,,102978,ESP AGENCY,1,ITEM,573.56,Etairos_Line_1,1270.1207.000.000.115101.0000.000
433732,104227,2439.54,2026-04-15,USD,Conversion,STANDARD,JCW-01047,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,2439.54,Etairos_Line_1,1270.1209.100.000.511000.0000.000
433804,105097,1553.96,2026-04-15,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,1553.96,Etairos_Line_1,1270.1209.000.000.115101.0000.000
434125,105098,237.64,2026-04-17,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,237.64,Etairos_Line_1,1270.1209.000.000.115101.0000.000
434330,105099,84.33,2026-04-20,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,84.33,Etairos_Line_1,1270.1209.000.000.115101.0000.000
434439,105100,605.97,2026-04-21,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,605.97,Etairos_Line_1,1270.1209.000.000.115101.0000.000
434689,105101,186.72,2026-04-22,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,186.72,Etairos_Line_1,1270.1209.000.000.115101.0000.000
434976,105102,1012.33,2026-04-24,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,1012.33,Etairos_Line_1,1270.1209.000.000.115101.0000.000
435130,105103,126.45,2026-04-27,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,126.45,Etairos_Line_1,1270.1209.000.000.115101.0000.000
435575,105104,186.72,2026-04-30,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,186.72,Etairos_Line_1,1270.1209.000.000.115101.0000.000
435818,105105,1501.23,2026-05-01,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,1501.23,Etairos_Line_1,1270.1209.000.000.115101.0000.000
435829,105106,1099.88,2026-05-01,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,1099.88,Etairos_Line_1,1270.1209.000.000.115101.0000.000
436169,104228,2919.62,2026-05-06,USD,Conversion,STANDARD,JCW-01053,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,2919.62,Etairos_Line_1,1270.1209.100.000.511000.0000.000
436171,104229,8746.92,2026-05-06,USD,Conversion,STANDARD,JCW-01050,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,8746.92,Etairos_Line_1,1270.1209.100.000.511000.0000.000
437194,105107,87.26,2026-05-14,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,87.26,Etairos_Line_1,1270.1209.000.000.115101.0000.000
437535,104230,2522.16,2026-05-19,USD,Conversion,STANDARD,WJT-01099,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,2522.16,Etairos_Line_1,1270.1209.100.000.511000.0000.000
437565,105108,91.82,2026-05-19,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,91.82,Etairos_Line_1,1270.1209.000.000.115101.0000.000
437617,105109,713.54,2026-05-19,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,713.54,Etairos_Line_1,1270.1209.000.000.115101.0000.000
438144,105110,54.52,2026-05-22,USD,Conversion,STANDARD,,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,54.52,Etairos_Line_1,1270.1209.000.000.115101.0000.000
442172,104231,12829.48,2026-04-24,USD,Conversion,STANDARD,JTG-01048,102775,MAGIC AIRE,1,ITEM,12829.48,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442340,104232,108.4,2026-05-06,USD,Conversion,STANDARD,GPB-10377,102775,MAGIC AIRE,1,ITEM,108.4,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442353,104233,70438.69,2026-05-07,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,70438.69,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442392,104234,67991.28,2026-05-11,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,67991.28,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442413,104235,86579.56,2026-05-12,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,86579.56,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442426,104236,28949.53,2026-05-13,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,28949.53,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442448,104237,50578.94,2026-05-14,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,50578.94,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442460,104238,3902.94,2026-05-15,USD,Conversion,STANDARD,HSE-01016,102775,MAGIC AIRE,1,ITEM,3902.94,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442476,105111,1400.73,2026-05-15,USD,Conversion,STANDARD,,102775,MAGIC AIRE,1,ITEM,1400.73,Etairos_Line_1,1270.1209.000.000.115101.0000.000
442478,105112,277.25,2026-05-15,USD,Conversion,STANDARD,,102775,MAGIC AIRE,1,ITEM,277.25,Etairos_Line_1,1270.1209.000.000.115101.0000.000
442499,104239,225,2026-05-19,USD,Conversion,STANDARD,RGB-01326,102775,MAGIC AIRE,1,ITEM,225,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442600,104240,40,2026-05-26,USD,Conversion,STANDARD,RGB-01326,102775,MAGIC AIRE,1,ITEM,40,Etairos_Line_1,1270.1209.100.000.511000.0000.000
442666,104241,59121.95,2026-05-30,USD,Conversion,STANDARD,WJT-01103,102775,MAGIC AIRE,1,ITEM,59121.95,Etairos_Line_1,1270.1209.100.000.511000.0000.000
446194,104242,1967.54,2026-04-16,USD,Conversion,STANDARD,SDW-10350,102779,METRAFLEX COMPANY,1,ITEM,1967.54,Etairos_Line_1,1270.1209.100.000.511000.0000.000
447857,104243,10114.69,2025-05-29,USD,Conversion,STANDARD,,102420,AMERICAN ALDES VENTILATION COR,1,ITEM,10114.69,Etairos_Line_1,1270.1207.150.000.511000.0000.000
448113-CM,104244,-11245.5,2025-07-01,USD,Conversion,CREDIT,,102420,AMERICAN ALDES VENTILATION COR,1,ITEM,-11245.5,Etairos_Line_1,1270.1207.150.000.511000.0000.000
45680,104245,256.57,2026-05-11,USD,Conversion,STANDARD,RGB-01334,103255,NDL INDUSTRIES (USA) INC,1,ITEM,256.57,Etairos_Line_1,1270.1209.100.000.511000.0000.000
482920,104246,4490.5,2026-05-28,USD,Conversion,STANDARD,SDW-10341,102668,MARS,1,ITEM,4490.5,Etairos_Line_1,1270.1209.100.000.511000.0000.000
490331,104247,4635.17,2026-03-17,USD,Conversion,STANDARD,WHD-01078,102764,CLIMATEAM/CLIMATEMASTER,1,ITEM,4635.17,Etairos_Line_1,1270.1209.100.000.511000.0000.000
4930941,104248,34531.57,2026-05-13,USD,Conversion,STANDARD,RGB-01309,103202,JOHNSON CONTROLS BUILDING SOLUTIONS LLC,1,ITEM,34531.57,Etairos_Line_1,1270.1209.100.000.511000.0000.000
50526,105113,454,2026-05-07,USD,Conversion,STANDARD,,102884,STRAND EARTHQUAKE CONSULTANTS,1,ITEM,454,Etairos_Line_1,1270.1209.000.000.115101.0000.000
5175202,104249,1224.25,2026-05-30,USD,Conversion,STANDARD,,103262,DELL FINANCIAL SERVICES LLC,1,ITEM,244.85,Etairos_Line_1,1270.1209.100.600.728040.0000.000
5175202,104249,1224.25,2026-05-30,USD,Conversion,STANDARD,,103262,DELL FINANCIAL SERVICES LLC,2,ITEM,244.85,Etairos_Line_2,1270.1209.100.600.728040.0000.000
5175202,104249,1224.25,2026-05-30,USD,Conversion,STANDARD,,103262,DELL FINANCIAL SERVICES LLC,3,ITEM,244.85,Etairos_Line_3,1270.1209.100.600.728040.0000.000
5175202,104249,1224.25,2026-05-30,USD,Conversion,STANDARD,,103262,DELL FINANCIAL SERVICES LLC,4,ITEM,244.85,Etairos_Line_4,1270.1209.100.600.728040.0000.000
5175202,104249,1224.25,2026-05-30,USD,Conversion,STANDARD,,103262,DELL FINANCIAL SERVICES LLC,5,ITEM,244.85,Etairos_Line_5,1270.1209.100.600.728040.0000.000
52086,105114,1270.47,2026-04-15,USD,Conversion,STANDARD,,102783,RAYMON HVAC,1,ITEM,1270.47,Etairos_Line_1,1270.1209.000.000.115101.0000.000
5613823,104250,16747.43,2026-04-01,USD,Conversion,STANDARD,SDW-10283,102814,TACO COMFORT SOLUTIONS,1,ITEM,16747.43,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5616471,104251,1509.19,2026-04-16,USD,Conversion,STANDARD,SDW-10283,102814,TACO COMFORT SOLUTIONS,1,ITEM,1509.19,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5616938,104252,1509.2,2026-04-20,USD,Conversion,STANDARD,SDW-10283,102814,TACO COMFORT SOLUTIONS,1,ITEM,1509.2,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5618053,104253,203,2026-04-27,USD,Conversion,STANDARD,WJT-01097,102814,TACO COMFORT SOLUTIONS,1,ITEM,203,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5618572,104254,1233.82,2026-04-29,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,1233.82,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5618573,105115,400.31,2026-04-29,USD,Conversion,STANDARD,,102814,TACO COMFORT SOLUTIONS,1,ITEM,400.31,Etairos_Line_1,1270.1209.000.000.115101.0000.000
5619030,104255,6217.32,2026-05-02,USD,Conversion,STANDARD,WJT-01101,102814,TACO COMFORT SOLUTIONS,1,ITEM,6217.32,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5619031,105116,4999.7,2026-05-12,USD,Conversion,STANDARD,,102814,TACO COMFORT SOLUTIONS,1,ITEM,4999.7,Etairos_Line_1,1270.1207.000.000.115101.0000.000
5620344,104256,42421.01,2026-05-11,USD,Conversion,STANDARD,SDW-10346,102814,TACO COMFORT SOLUTIONS,1,ITEM,42421.01,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5621573,104257,18076.23,2026-05-18,USD,Conversion,STANDARD,WJT-01101,102814,TACO COMFORT SOLUTIONS,1,ITEM,18076.23,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5622228,104258,2544.09,2026-05-21,USD,Conversion,STANDARD,WJT-01105,102814,TACO COMFORT SOLUTIONS,1,ITEM,2544.09,Etairos_Line_1,1270.1209.100.000.511000.0000.000
562227,104259,2311.25,2026-05-21,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,2311.25,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5622409,104260,2311.25,2026-05-22,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,2311.25,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5622623,104261,3357.45,2026-05-25,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,3357.45,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5622774,104262,9065.84,2026-05-26,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,9065.84,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5622865,104263,6515.88,2026-05-27,USD,Conversion,STANDARD,WJT-01095,102814,TACO COMFORT SOLUTIONS,1,ITEM,6515.88,Etairos_Line_1,1270.1209.100.000.511000.0000.000
5623363,104264,588.88,2026-05-29,USD,Conversion,STANDARD,HSE-01018,102814,TACO COMFORT SOLUTIONS,1,ITEM,588.88,Etairos_Line_1,1270.1209.100.000.511000.0000.000
574340,104265,7129,2026-05-29,USD,Conversion,STANDARD,GRG-10448,103207,CDI (CRYSTAL DISTRIBUTION INC,1,ITEM,7129,Etairos_Line_1,1270.1209.100.000.511000.0000.000
6495,104266,1800,2026-04-21,USD,Conversion,STANDARD,,102641,TST MECHANICAL SERVICES LLC,1,ITEM,1800,Etairos_Line_1,1270.1209.100.000.520200.0000.000
6496,104267,2417.8,2026-04-21,USD,Conversion,STANDARD,,102641,TST MECHANICAL SERVICES LLC,1,ITEM,2417.8,Etairos_Line_1,1270.1209.100.000.520200.0000.000
6497,104268,2810,2026-04-22,USD,Conversion,STANDARD,JCW-01029,102641,TST MECHANICAL SERVICES LLC,1,ITEM,2810,Etairos_Line_1,1270.1209.100.000.511000.0000.000
676717,105117,1201.45,2026-05-06,USD,Conversion,STANDARD,,102923,KOCH FILTER,1,ITEM,1201.45,Etairos_Line_1,1270.1209.000.000.115101.0000.000
680495,105118,1524.96,2026-05-18,USD,Conversion,STANDARD,,102923,KOCH FILTER,1,ITEM,1524.96,Etairos_Line_1,1270.1209.000.000.115101.0000.000
68714,104269,27.04,2026-04-15,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,27.04,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68719,104270,102.24,2026-04-15,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,102.24,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68782,104271,204.48,2026-04-20,USD,Conversion,STANDARD,JSJ-01262,102414,AIR FILTER SALES AND SERVICE,1,ITEM,204.48,Etairos_Line_1,1270.1207.100.000.511000.0000.000
68786,104272,48.46,2026-04-20,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,48.46,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68787,104273,156.12,2026-04-20,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,156.12,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68828,104274,363.12,2026-04-22,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,363.12,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68881,104275,553.44,2026-04-24,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,553.44,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68927,104276,97.56,2026-04-27,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,97.56,Etairos_Line_1,1270.1207.200.000.511000.0000.000
68994,104277,104.32,2026-04-29,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,104.32,Etairos_Line_1,1270.1207.200.000.511000.0000.000
69138,104278,45.44,2026-05-06,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,45.44,Etairos_Line_1,1270.1207.200.000.511000.0000.000
69387,104279,103.8,2026-05-20,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,103.8,Etairos_Line_1,1270.1207.200.000.511000.0000.000
69410,104280,435.93,2026-05-21,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,435.93,Etairos_Line_1,1270.1207.200.000.511000.0000.000
69459,104281,97.92,2026-05-26,USD,Conversion,STANDARD,,102414,AIR FILTER SALES AND SERVICE,1,ITEM,97.92,Etairos_Line_1,1270.1207.200.000.511000.0000.000
6987,104282,3450,2026-04-24,USD,Conversion,STANDARD,,103589,HILO COMMERCIAL SERVICES LLC,1,ITEM,1150,Etairos_Line_1,1270.1209.100.600.726020.0000.000
6987,104282,3450,2026-04-24,USD,Conversion,STANDARD,,103589,HILO COMMERCIAL SERVICES LLC,2,ITEM,1150,Etairos_Line_2,1270.1209.100.600.726020.0000.000
6987,104282,3450,2026-04-24,USD,Conversion,STANDARD,,103589,HILO COMMERCIAL SERVICES LLC,3,ITEM,1150,Etairos_Line_3,1270.1209.100.600.726020.0000.000
7093,104283,8400,2026-05-05,USD,Conversion,STANDARD,,103272,GREEN SITE,1,ITEM,4200,Etairos_Line_1,1270.1209.100.600.726010.0000.000
7093,104283,8400,2026-05-05,USD,Conversion,STANDARD,,103272,GREEN SITE,2,ITEM,4200,Etairos_Line_2,1270.1209.100.600.726010.0000.000
7094,104284,1425,2026-05-05,USD,Conversion,STANDARD,,103272,GREEN SITE,1,ITEM,475,Etairos_Line_1,1270.1209.100.600.726010.0000.000
7094,104284,1425,2026-05-05,USD,Conversion,STANDARD,,103272,GREEN SITE,2,ITEM,475,Etairos_Line_2,1270.1209.100.600.726010.0000.000
7094,104284,1425,2026-05-05,USD,Conversion,STANDARD,,103272,GREEN SITE,3,ITEM,475,Etairos_Line_3,1270.1209.100.600.726010.0000.000
7118,104285,2650,2026-04-17,USD,Conversion,STANDARD,SDW-10371,102401,A&P SHEETMETAL INC,1,ITEM,2650,Etairos_Line_1,1270.1209.100.000.511000.0000.000
711965,104286,1500,2026-05-12,USD,Conversion,STANDARD,RGB-01280,102553,MASON INDUSTRIES INC,1,ITEM,1500,Etairos_Line_1,1270.1209.100.000.511000.0000.000
712291,104287,554.43,2026-05-18,USD,Conversion,STANDARD,WHD-01087,102553,MASON INDUSTRIES INC,1,ITEM,554.43,Etairos_Line_1,1270.1209.100.000.511000.0000.000
712703,104288,1007.85,2026-05-27,USD,Conversion,STANDARD,KMG-01278,102553,MASON INDUSTRIES INC,1,ITEM,1007.85,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7150,104289,1710,2026-05-13,USD,Conversion,STANDARD,KMG-01275,102401,A&P SHEETMETAL INC,1,ITEM,1710,Etairos_Line_1,1270.1209.100.000.511000.0000.000
74022,104290,-256.83,2026-01-20,USD,Conversion,CREDIT,,102666,CAMBRIDGE ENGINEERING INC,1,ITEM,-256.83,Etairos_Line_1,1270.1209.100.000.511000.0000.000
7548,104291,1540.02,2026-05-15,USD,Conversion,STANDARD,GRG-10397,100287,MECHANICAL PRODUCTS SOUTHWEST,1,ITEM,1540.02,Etairos_Line_1,1270.1209.100.000.511000.0000.000
76532,105119,1640.18,2026-04-15,USD,Conversion,STANDARD,,102666,CAMBRIDGE ENGINEERING INC,1,ITEM,1640.18,Etairos_Line_1,1270.1209.000.000.115101.0000.000
