PARTY_NAME,PartyNumber,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY
WEST ARK ELECTRIC INC,13461,100000046278073,100000046287130,BILL_TO,100000046273455,2752,WEST ARK ELECTRIC INC,100000046284028,A,13706,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2454,705 N OLD MISSOURI RD,,,,SPRINGDALE,72764,AR,US
B & K SERVICES INC,13462,100000046277534,100000046289223,BILL_TO,100000046273456,1889,B & K SERVICES INC,100000046283165,A,13168,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4547,PO BOX 3647,,,,GREENVILLE,29608,SC,US
BAMA CO CROSSLAND HEAVY CONT,13463,100000046278304,100000046287134,BILL_TO,100000046273457,2490,BAMA CO CROSSLAND HEAVY CONT,100000046283766,A,13935,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2458,185 KERSHNER,,,,SAND SPRINGS,74063,OK,US
GOODWIN & GOODWIN,13464,100000046278877,100000046289225,BILL_TO,100000046273458,1377,GOODWIN & GOODWIN,100000046282653,A,14508,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4549,3503 FREE FERRY RD,,,,FORT SMITH,72903,AR,US
FLUID SOLUTIONS,13465,100000046278075,100000046288508,BILL_TO,100000046273459,1965,FLUID SOLUTIONS,100000046283241,A,13708,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,3832,6815 DEWAFFLEBAKER DR,,,,MAUMELLE,72113,AR,US
FLUID SOLUTIONS,13465,100000046278435,100000046286881,BILL_TO,100000046273459,1965,FLUID SOLUTIONS,100000046283241,A,14066,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2205,171 S 122ND E AVE,,,,TULSA,74128,OK,US
TWC SERVICESOMER,13466,100000046279128,100000046287199,BILL_TO,100000046273460,1656,TWC SERVICESOMER,100000046282932,A,14758,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2523,2886 N LOWELL RD,,,,SPRINGDALE,72764,AR,US
APPLIED MECHANICAL SERVICES LLC,13467,100000046278881,100000046288640,BILL_TO,100000046273461,2494,APPLIED MECHANICAL SERVICES LLC,100000046283770,A,14512,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3964,9410 E 51ST ST,,,,TULSA,74145,OK,US
APPLIED MECHANICAL SERVICES LLC,13467,100000046278881,100000046288816,SHIP_TO,100000046273461,2494,APPLIED MECHANICAL SERVICES LLC,100000046283770,A,14512,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4140,9410 E 51ST ST,,,,TULSA,74145,OK,US
CNHSA,13468,100000046279130,100000046287203,BILL_TO,100000046273462,2757,CNHSA,100000046284033,A,14760,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2527,3313 A CHOWTAW RD,,,,DURANT,74701,OK,US
CHRIS BAXTEROMER,13469,100000046279131,100000046287550,BILL_TO,100000046273463,2496,CHRIS BAXTEROMER,100000046283772,A,14761,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2874,PO BOX 165,,,,CABOT,72023,AR,US
ET ENVIRONMENTAL CORPORATION,13470,100000046278082,100000046286890,BILL_TO,100000046273464,1969,ET ENVIRONMENTAL CORPORATION,100000046283245,A,13715,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2214,200 VALLEYWOOD DR STE A500,,,,THE WOODLANDS,77380,TX,US
ET ENVIRONMENTAL CORPORATION,13470,100000046278082,100000046287206,SHIP_TO,100000046273464,1969,ET ENVIRONMENTAL CORPORATION,100000046283245,A,13715,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2530,200 VALLEYWOOD DR STE A500,,,,THE WOODLANDS,77380,TX,US
SIMMONS BANK ARENA,13471,100000046278083,100000046286891,BILL_TO,100000046273465,1894,SIMMONS BANK ARENA,100000046283170,A,13716,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2215,ONE SIMMONS BANK ARENA DR,,,,NORTH LITTLE ROCK,72114,AR,US
WINSUPPLY CONWAY AR CO,13472,100000046277539,100000046287207,SHIP_TO,100000046273466,1383,WINSUPPLY CONWAY AR CO,100000046282659,A,13173,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2531,555 COMMERCE AVE,,,,CONWAY,72032,AR,US
WINSUPPLY CONWAY AR CO,13472,100000046277539,100000046288823,BILL_TO,100000046273466,1383,WINSUPPLY CONWAY AR CO,100000046282659,A,13173,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4147,555 COMMERCE AVE,,,,CONWAY,72032,AR,US
NATURAL STATE MECHANICAL LLC,13473,100000046279421,100000046287211,BILL_TO,100000046273467,1663,NATURAL STATE MECHANICAL LLC,100000046282939,A,15050,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2535,318 WALTERS TRAIL,,,,TRASKWOOD,72167,AR,US
NATURAL STATE MECHANICAL LLC,13473,100000046279421,100000046288824,SHIP_TO,100000046273467,1663,NATURAL STATE MECHANICAL LLC,100000046282939,A,15050,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4148,318 WALTERS TRAIL,,,,TRASKWOOD,72167,AR,US
CITY OF HARRISON HARRISON FIRE DPT,13474,100000046277540,100000046287212,BILL_TO,100000046273468,2430,CITY OF HARRISON HARRISON FIRE DPT,100000046283706,A,13174,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2536,PO BOX 1715,,,,HARRISON,72602,AR,US
MEDICAL ARTS INTERNIST LLC,13475,100000046278311,100000046288649,BILL_TO,100000046273469,2763,MEDICAL ARTS INTERNIST LLC,100000046284039,A,13942,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3973,300 CARSON ST,,,,JONESBORO,72401,AR,US
WOODBURY TECHNICAL SERVICES LLC,13476,100000046278885,100000046287213,SHIP_TO,100000046273470,3055,WOODBURY TECHNICAL SERVICES LLC,100000046284331,A,14516,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2537,300 S RODNEY PARHAM S 1PMB176,,,,LITTLE ROCK,72205,AR,US
WOODBURY TECHNICAL SERVICES LLC,13476,100000046278885,100000046288198,BILL_TO,100000046273470,3055,WOODBURY TECHNICAL SERVICES LLC,100000046284331,A,14516,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3522,300 S RODNEY PARHAM S 1PMB176,,,,LITTLE ROCK,72205,AR,US
MID STATE SEWER & DRAIN LLC,13477,100000046278089,100000046287219,BILL_TO,100000046273471,1667,MID STATE SEWER & DRAIN LLC,100000046282943,A,13722,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2543,254 HWY 286 E,,,,CONWAY,72032,AR,US
ADKINS REFRIGERATION,13478,100000046278607,100000046286901,BILL_TO,100000046273472,2769,ADKINS REFRIGERATION,100000046284045,A,14238,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2225,5579 AR-23 N,,,,EUREKA SPRINGS,72631,AR,US
ADKINS REFRIGERATION,13478,100000046278607,100000046289237,SHIP_TO,100000046273472,2769,ADKINS REFRIGERATION,100000046284045,A,14238,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4561,5579 AR-23 N,,,,EUREKA SPRINGS,72631,AR,US
ABMSCO LLC,13667,100000046278269,100000046288476,BILL_TO,100000046273661,2922,ABMSCO LLC,100000046284198,A,13900,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3800,5223 CHARLES CT,,,,BRYANT,72022,AR,US
HILL & COMPANY,13479,100000046278091,100000046289238,BILL_TO,100000046273473,2608,HILL & COMPANY,100000046283884,A,13724,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4562,12345 S 193RD E AVE,,,,BROKEN ARROW,74014,OK,US
EUREKA SPRINGS SCHOOL DISTRICT,13480,100000046278665,100000046288369,BILL_TO,100000046273474,1463,EUREKA SPRINGS SCHOOL DISTRICT,100000046282739,A,14296,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3693,147 GREENWOOD HOLLOW RD,,,,EUREKA SPRINGS,72632,AR,US
HAYDENS ARMADILLO AIR,13481,100000046279047,100000046289007,BILL_TO,100000046273475,1207,HAYDENS ARMADILLO AIR,100000046282483,A,14677,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4331,10810 BIRCH DR,,,,LA PORTE,77571,TX,US
ACCURATE TEMPERATURE CONTROL INC,13482,100000046277776,100000046288519,BILL_TO,100000046273476,3028,ACCURATE TEMPERATURE CONTROL INC,100000046284304,A,13409,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3843,12125 W SILVER SPRING RD,,,,MILWAUKEE,53225,WI,US
LIFE SENIOR SERVICES INC,13483,100000046279172,100000046288520,BILL_TO,100000046273477,1726,LIFE SENIOR SERVICES INC,100000046283002,A,14802,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3844,5330 E 31ST ST STE 800,,,,TULSA,74135,OK,US
NORTHWIND MECHANICAL LLC,13484,100000046278924,100000046288372,BILL_TO,100000046273478,1729,NORTHWIND MECHANICAL LLC,100000046283005,A,14555,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3696,7931 E PECOS RD STE 132,,,,MESA,85212,AZ,US
HANDLEY HEAT & AIR,13485,100000046277851,100000046289190,BILL_TO,100000046273479,1571,HANDLEY HEAT & AIR,100000046282847,A,13484,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4514,PO BOX 311,,,,SELIGMAN,65745,MO,US
MCALESTER MECHANICAL,13486,100000046278926,100000046288380,BILL_TO,100000046273480,2108,MCALESTER MECHANICAL,100000046283384,A,14557,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3704,204 W SENECA AVE,,,,MCALESTER,74501,OK,US
MDM MECHANICAL LLC,13487,100000046278676,100000046289191,BILL_TO,100000046273481,2366,MDM MECHANICAL LLC,100000046283642,A,14307,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4515,PO BOX 1885,,,,FARMINGTON,72730,AR,US
MECHTECH,13488,100000046278927,100000046289192,BILL_TO,100000046273482,1572,MECHTECH,100000046282848,A,14558,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4516,PO BOX 686,,,,WEBSTER,14580,NY,US
LARRY MCKINNEY,13489,100000046277853,100000046289014,BILL_TO,100000046273483,2367,LARRY MCKINNEY,100000046283643,A,13486,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4338,10900 MUSCADINE LN,,,,NORTH LITTLE ROCK,72118,AR,US
PERFORMANCE SERVICES INC,13490,100000046277856,100000046289015,BILL_TO,100000046273484,1734,PERFORMANCE SERVICES INC,100000046283010,A,13489,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4339,4670 HAVEN POINT BLVD,,,,INDIANAPOLIS,46280,IN,US
STOREROOM SOLUTIONS LOREAL,13491,100000046278681,100000046288211,BILL_TO,100000046273485,2113,STOREROOM SOLUTIONS LOREAL,100000046283389,A,14312,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3535,11500 MAYBELLINE RD,,,,NORTH LITTLE ROCK,72117,AR,US
RESCUE HEAT & AIR,13492,100000046278159,100000046287237,BILL_TO,100000046273486,3044,RESCUE HEAT & AIR,100000046284320,A,13792,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2561,22177 S 4150 RD,,,,CLAREMORE,74019,OK,US
PRIME CONSTRUCTION CONTRACTING,13493,100000046279183,100000046288530,BILL_TO,100000046273487,2373,PRIME CONSTRUCTION CONTRACTING,100000046283649,A,14813,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3854,32905 W 191ST ST,,,,BRISTOW,74010,OK,US
CMECH,13494,100000046279255,100000046288532,BILL_TO,100000046273488,2781,CMECH,100000046284057,A,14885,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3856,102 BLACKBERRY LN,,,,LEXINGTON,29073,SC,US
AP FABRICATIONS LLC,13495,100000046279187,100000046288852,BILL_TO,100000046273489,2782,AP FABRICATIONS LLC,100000046284058,A,14817,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4176,801 E 2ND ST,,,,STUTTGART,72160,AR,US
DS HERRON CO INC,13496,100000046278743,100000046288215,BILL_TO,100000046273490,2376,DS HERRON CO INC,100000046283652,A,14374,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3539,1022 E OKLAHOMA ST,,,,TULSA,74106,OK,US
LAMBERT MECHANICAL INC,13497,100000046277461,100000046287898,BILL_TO,100000046273491,2378,LAMBERT MECHANICAL INC,100000046283654,A,13095,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3222,PO BOX 367,,,,COLGATE,74538,OK,US
SONIC DRIVE IN OF HWY 5,13498,100000046277467,100000046288546,BILL_TO,100000046273492,2787,SONIC DRIVE IN OF HWY 5,100000046284063,A,13101,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3870,1815 HWY 5 N,,,,BENTON,72019,AR,US
VISION AIR SERVICES,13499,100000046277802,100000046287085,SHIP_TO,100000046273493,1221,VISION AIR SERVICES,100000046282497,A,13435,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2409,10755 E ADMIRAL PL,,,,TULSA,74116,OK,US
VISION AIR SERVICES,13499,100000046277802,100000046287571,BILL_TO,100000046273493,1221,VISION AIR SERVICES,100000046282497,A,13435,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2895,10755 E ADMIRAL PL,,,,TULSA,74116,OK,US
WALDORF RILEY HEATING & COOLING,13500,100000046278694,100000046288218,BILL_TO,100000046273494,2522,WALDORF RILEY HEATING & COOLING,100000046283798,A,14325,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3542,1705 N SUMMIT,,,,ARKANSAS CITY,67005,KS,US
DEPT OF TRANFORMATION & SHARED SV,13501,100000046277469,100000046288549,BILL_TO,100000046273495,1862,DEPT OF TRANFORMATION & SHARED SV,100000046283138,A,13103,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3873,PO BOX 3522,,,,LITTLE ROCK,72203,AR,US
GEORGES INC,13502,100000046278697,100000046287575,BILL_TO,100000046273496,1329,GEORGES INC,100000046282605,A,14328,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2899,PO BOX 2030,,,,SPRINGDALE,72765-2030,AR,US
FREEDOM INDUSTRIES,13503,100000046278701,100000046288553,BILL_TO,100000046273497,2390,FREEDOM INDUSTRIES,100000046283666,A,14332,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3877,PO BOX 7099,,,,ROCKY MOUNT,27804,NC,US
BOZONE TECHNOLOGIES LLC,13504,100000046279200,100000046287911,BILL_TO,100000046273498,1103,BOZONE TECHNOLOGIES LLC,100000046282379,A,14830,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3235,188 JUANITA DR,,,,SAND,74063,OK,US
BOZONE TECHNOLOGIES LLC,13504,100000046279200,100000046288227,SHIP_TO,100000046273498,1103,BOZONE TECHNOLOGIES LLC,100000046282379,A,14830,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3551,188 JUANITA DR,,,,SAND,74063,OK,US
ADVANTAGE PLUMBING HEATING & COOL,13505,100000046277479,100000046287585,BILL_TO,100000046273499,2530,ADVANTAGE PLUMBING HEATING & COOL,100000046283806,A,13113,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2909,PO BOX 196,,,,STILLWATER,74076,OK,US
KAWNEER COMPANY INC,13506,100000046278377,100000046287915,BILL_TO,100000046273500,1107,KAWNEER COMPANY INC,100000046282383,A,14008,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3239,600 KAWNEER DR,,,,SPRINGDALE,72765,AR,US
KAWNEER COMPANY INC,13506,100000046278377,100000046288231,SHIP_TO,100000046273500,1107,KAWNEER COMPANY INC,100000046282383,A,14008,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3555,600 KAWNEER DR,,,,SPRINGDALE,72765,AR,US
SOUTH ARKANSAS COMMUNITY COLLEGE,13507,100000046278706,100000046286783,BILL_TO,100000046273501,1108,SOUTH ARKANSAS COMMUNITY COLLEGE,100000046282384,A,14337,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2107,334 W HILLSBORO ST,,,,EL DORADO,71730,AR,US
AIR SPECIALTIES HVAC LLC,13508,100000046277571,100000046286930,BILL_TO,100000046273502,1992,AIR SPECIALTIES HVAC LLC,100000046283268,A,13205,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2254,29156 S BIG HOLLOW RD,,,,PARK HILL,74451,OK,US
BERT'S MECHANICAL INC,13509,100000046279274,100000046288560,BILL_TO,100000046273503,2534,BERT'S MECHANICAL INC,100000046283810,A,14904,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3884,3701 A S HARVARD AVE #324,,,,TULSA,74135,OK,US
BERT'S MECHANICAL INC,13509,100000046279274,100000046288879,SHIP_TO,100000046273503,2534,BERT'S MECHANICAL INC,100000046283810,A,14904,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4203,3701 A S HARVARD AVE #324,,,,TULSA,74135,OK,US
GREENWOOD SCHOOL DISTRICT,13510,100000046279304,100000046286681,BILL_TO,100000046273504,2298,GREENWOOD SCHOOL DISTRICT,100000046283574,A,14934,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2005,420 N MAIN ST,,,,GREENWOOD,72936,AR,US
MECHANICAL AIR SYST OKLAHOMA,13511,100000046277523,100000046286684,BILL_TO,100000046273505,1155,MECHANICAL AIR SYST OKLAHOMA,100000046282431,A,13157,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2008,1705 W DETROIT,,,,BROKEN ARROW,74012,OK,US
MECHANICAL AIR SYST OKLAHOMA,13511,100000046277523,100000046288936,SHIP_TO,100000046273505,1155,MECHANICAL AIR SYST OKLAHOMA,100000046282431,A,13157,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,4260,1705 W DETROIT,,,,BROKEN ARROW,74012,OK,US
LEANNA REYNOLDS,13512,100000046278187,100000046288938,BILL_TO,100000046273506,2577,LEANNA REYNOLDS,100000046283853,A,13819,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4262,1800 S ELM PL STE 200,,,,BROKEN ARROW,74012,OK,US
TOTAL REFRIGERATION SERVICE INC,13513,100000046277736,100000046287649,BILL_TO,100000046273507,1236,TOTAL REFRIGERATION SERVICE INC,100000046282512,A,13369,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2973,3524 ALCOA RD,,,,BENTON,72018-2468,AR,US
TOTAL REFRIGERATION SERVICE INC,13513,100000046277736,100000046288290,SHIP_TO,100000046273507,1236,TOTAL REFRIGERATION SERVICE INC,100000046282512,A,13369,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3614,3524 ALCOA RD,,,,BENTON,72018-2468,AR,US
TOTAL REFRIGERATION SERVICE INC,13513,100000046279310,100000046287964,BILL_TO,100000046273507,1236,TOTAL REFRIGERATION SERVICE INC,100000046282512,A,14940,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,3288,PO BOX 2468,,,,BENTON,72018-2468,AR,US
TULSA HILLS CHURCH OF THE NAZARENE,13514,100000046278037,100000046286979,BILL_TO,100000046273508,2025,TULSA HILLS CHURCH OF THE NAZARENE,100000046283301,A,13670,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2303,840 W 81ST ST,,,,TULSA,74132,OK,US
TULSA HILLS CHURCH OF THE NAZARENE,13514,100000046278037,100000046288599,SHIP_TO,100000046273508,2025,TULSA HILLS CHURCH OF THE NAZARENE,100000046283301,A,13670,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3923,840 W 81ST ST,,,,TULSA,74132,OK,US
THREE D SERVICE,13515,100000046279340,100000046287324,BILL_TO,100000046273509,1238,THREE D SERVICE,100000046282514,A,14970,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2648,412 N 4TH ST,,,,PRATTSVILLE,72129,AR,US
CLIMATE CARE HEAT & AIR,13516,100000046279313,100000046287968,BILL_TO,100000046273510,1239,CLIMATE CARE HEAT & AIR,100000046282515,A,14943,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3292,1200 JET DR,,,,MIDWEST CITY,73110,OK,US
COMFORT CONTROLS,13517,100000046277528,100000046287969,BILL_TO,100000046273511,1505,COMFORT CONTROLS,100000046282781,A,13162,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3293,PO BOX 691144,,,,TULSA,74169,OK,US
AIR TECH SERVICES,13518,100000046279006,100000046288297,BILL_TO,100000046273512,1508,AIR TECH SERVICES,100000046282784,A,14636,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3621,14869 S 68TH E AVE,,,,BIXBY,74008,OK,US
DESERT SUN HVAC,13519,100000046279316,100000046286699,BILL_TO,100000046273513,2584,DESERT SUN HVAC,100000046283860,A,14946,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2023,PO BOX 12400,,,,CASA GRANDE,85130,AZ,US
DUMAS SCHOOL DISTRICT,13520,100000046279317,100000046287653,BILL_TO,100000046273514,1509,DUMAS SCHOOL DISTRICT,100000046282785,A,14947,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2977,CALLER #8880,,,,DUMAS,71639,AR,US
ECT SERVICES,13521,100000046277744,100000046287333,BILL_TO,100000046273515,2031,ECT SERVICES,100000046283307,A,13377,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2657,PO BOX 1702,,,,OWASSO,74055,OK,US
CURTIS HEAT & COOLING,13522,100000046278042,100000046286700,SHIP_TO,100000046273516,2839,CURTIS HEAT & COOLING,100000046284115,A,13675,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2024,510 HWY 62-65 N,,,,HARRISON,72601,AR,US
CURTIS HEAT & COOLING,13522,100000046278042,100000046287654,BILL_TO,100000046273516,2839,CURTIS HEAT & COOLING,100000046284115,A,13675,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,2978,510 HWY 62-65 N,,,,HARRISON,72601,AR,US
CUMBERLAND MINE SERVICE INC,13523,100000046279347,100000046288944,BILL_TO,100000046273517,1026,CUMBERLAND MINE SERVICE INC,100000046282302,A,14977,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4268,PO BOX 394,,,,CUMBERLAND,40823,KY,US
KOONTZ ELECTRIC,13524,100000046279008,100000046287656,BILL_TO,100000046273518,1787,KOONTZ ELECTRIC,100000046283063,A,14638,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2980,PO BOX 501,,,,MORRILTON,72110,AR,US
LA KING,13525,100000046278480,100000046286994,BILL_TO,100000046273519,2032,LA KING,100000046283308,A,14111,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2318,6917 E 12 ST,,,,TULSA,74112,OK,US
MIDWEST ROOFING,13526,100000046278048,100000046288300,BILL_TO,100000046273520,1791,MIDWEST ROOFING,100000046283067,A,13681,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,3624,709 S 11TH ST,,,,BROKEN ARROW,74012,OK,US
NORTHWEST CONTROLS INSUR & RENT,13527,100000046277890,100000046288301,BILL_TO,100000046273521,1028,NORTHWEST CONTROLS INSUR & RENT,100000046282304,A,13523,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3625,7631 NSHORE PL,,,,NORTH LITTLE ROCK,72118,AR,US
NORTHWEST CONTROLS INSUR & RENT,13527,100000046277890,100000046288610,SHIP_TO,100000046273521,1028,NORTHWEST CONTROLS INSUR & RENT,100000046282304,A,13523,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,P,3934,7631 NSHORE PL,,,,NORTH LITTLE ROCK,72118,AR,US
ST MARYS REG MED CNTR RUSSELLVILLE,13528,100000046278773,100000046286996,BILL_TO,100000046273522,1029,ST MARYS REG MED CNTR RUSSELLVILLE,100000046282305,A,14404,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2320,1808 W MAIN ST,,,,RUSSELLVILLE,72801,AR,US
SOUTHERN HILLS COUNTRY CLUB,13529,100000046277374,100000046287337,BILL_TO,100000046273523,2318,SOUTHERN HILLS COUNTRY CLUB,100000046283594,A,13008,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2661,PO BOX 702298,,,,TULSA,74170,OK,US
WATTS HOME IMPROVEMENTS,13530,100000046277378,100000046286999,BILL_TO,100000046273524,1514,WATTS HOME IMPROVEMENTS,100000046282790,A,13012,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,2323,209 N SPRING,,,,JACKSONVILLE,72076,AR,US
