Ship-To Code,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Bill-to Customer Site,Disc Due Date,Primary Salesperson,Ship to,Bill-to Customer Account Number,Ship-to Site
601780,Conversion,Invoice,Invoice,Yes,Complete,NORFOLK SOUTHERN INTERMODAL TERMINAL,436,USD,46101,Etairos,46173,26556,46131,EBS House Account,NORFOLK SOUTHERN INTERMODAL TERMINAL,16429,31935
601783,Conversion,Invoice,Invoice,Yes,Complete,1385 CORPORATE AVENUE LLC,360,USD,46101,Etairos,46173,28142,46131,EBS House Account,1385 CORPORATE AVENUE LLC,17260,30426
601785,Conversion,Invoice,Invoice,Yes,Complete,D-BAT MEMPHIS,528,USD,46101,Etairos,46173,26475,46131,EBS House Account,D-BAT MEMPHIS,16411,31203
601786,Conversion,Invoice,Invoice,Yes,Complete,CAMP MCCAIN,294,USD,46101,Etairos,46173,28185,46131,EBS House Account,CAMP MCCAIN,15401,30466
601792,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,2093,USD,46101,Etairos,46173,27427,46131,EBS House Account,ESM MEMPHIS LLC,16005,30573
601803,Conversion,Invoice,Invoice,Yes,Complete,NORFOLK SOUTHERN INTERMODAL TERMINAL,436,USD,46132,Etairos,46173,26556,46162,EBS House Account,NORFOLK SOUTHERN INTERMODAL TERMINAL,16429,31935
601806,Conversion,Invoice,Invoice,Yes,Complete,1385 CORPORATE AVENUE LLC,360,USD,46132,Etairos,46173,28142,46162,EBS House Account,1385 CORPORATE AVENUE LLC,17260,30426
601808,Conversion,Invoice,Invoice,Yes,Complete,CAMP MCCAIN,294,USD,46132,Etairos,46173,28185,46162,EBS House Account,CAMP MCCAIN,15401,30466
601811,Conversion,Invoice,Invoice,Yes,Complete,SOUTHLAND CASINO HOTEL,1409.98,USD,46132,Etairos,46173,27632,46162,EBS House Account,SOUTHLAND CASINO HOTEL,15293,30931
601814,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY PURDUE CENTER,598,USD,46132,Etairos,46173,26747,46162,EBS House Account,SALVATION ARMY PURDUE CENTER,16171,31156
601815,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,2093,USD,46132,Etairos,46173,27427,46162,EBS House Account,ESM MEMPHIS LLC,16005,30573
601820,Conversion,Invoice,Invoice,Yes,Complete,DESOTO ATHLETIC CLUB,205.44,USD,46162,Etairos,46173,27368,46192,EBS House Account,DESOTO ATHLETIC CLUB,16730,31361
601821,Conversion,Invoice,Invoice,Yes,Complete,CENTRAL BBQ,479,USD,46162,Etairos,46173,28346,46192,EBS House Account,CENTRAL BBQ,15672,31091
601822,Conversion,Invoice,Invoice,Yes,Complete,BADDOUR CENTER,156,USD,46162,Etairos,46173,27804,46192,EBS House Account,BADDOUR CENTER,16581,31332
601823,Conversion,Invoice,Invoice,Yes,Complete,AMERICAN ESOTERIC LABORATORIES,331,USD,46162,Etairos,46173,27982,46192,EBS House Account,AMERICAN ESOTERIC LABORATORIES,15667,32103
601824,Conversion,Invoice,Invoice,Yes,Complete,NORFOLK SOUTHERN INTERMODAL TERMINAL,436,USD,46162,Etairos,46173,26556,46192,EBS House Account,NORFOLK SOUTHERN INTERMODAL TERMINAL,16429,31935
601825,Conversion,Invoice,Invoice,Yes,Complete,THE ORPHEUM,2750,USD,46162,Etairos,46173,27092,46192,EBS House Account,THE ORPHEUM,16112,31069
601826,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS JOB CORPS FINANCE DEPT,576,USD,46162,Etairos,46173,27165,46192,EBS House Account,MEMPHIS JOB CORPS FINANCE DEPT,17012,31709
601828,Conversion,Invoice,Invoice,Yes,Complete,THE GUESTHOUSE AT GRACELAND,495,USD,46162,Etairos,46173,27473,46192,EBS House Account,THE GUESTHOUSE AT GRACELAND,16533,30343
601829,Conversion,Invoice,Invoice,Yes,Complete,CAMP MCCAIN,294,USD,46162,Etairos,46173,28185,46192,EBS House Account,CAMP MCCAIN,15401,30466
601836,Conversion,Invoice,Invoice,Yes,Complete,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,872.34,USD,46162,Etairos,46173,27217,46192,EBS House Account,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,17060,30281
601837,Conversion,Invoice,Invoice,Yes,Complete,MEMPHIS SCHOOL OF EXCELLENCE,559,USD,46162,Etairos,46173,26730,46192,EBS House Account,MEMPHIS SCHOOL OF EXCELLENCE,15795,32183
2544G1,Conversion,Invoice,Invoice,Yes,Complete,BERNHARD MCC MECHANICAL,612.79,USD,43993,Etairos,46173,28381,44023,EBS House Account,BERNHARD MCC MECHANICAL,15705,32256
601830,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,333,USD,46162,Etairos,46173,28252,46192,EBS House Account,GASTRO ONE,15224,30756
3256H1,Conversion,Invoice,Invoice,Yes,Complete,V & S NEW YORK GALVANIZING,10890,USD,44049,Etairos,46173,28030,44079,EBS House Account,V & S NEW YORK GALVANIZING,15216,30748
601831,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,250,USD,46162,Etairos,46173,28252,46192,EBS House Account,GASTRO ONE,15224,30756
601832,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,325,USD,46162,Etairos,46173,28252,46192,EBS House Account,GASTRO ONE,15224,30756
601834,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY PURDUE CENTER,598,USD,46162,Etairos,46173,26747,46192,EBS House Account,SALVATION ARMY PURDUE CENTER,16171,31156
601835,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,2093,USD,46162,Etairos,46173,27427,46192,EBS House Account,ESM MEMPHIS LLC,16005,30573
7914A1,Conversion,Invoice,Invoice,Yes,Complete,HAJOCA CORPORATION/ FT SMITH,780,USD,43858,Etairos,46173,28028,43888,EBS House Account,HAJOCA CORPORATION/ FT SMITH,16731,30566
56300,Conversion,Invoice,Invoice,Yes,Complete,NEW BALLET ENSEMBLE,425,USD,46173,Etairos,46173,27095,46203,EBS House Account,NEW BALLET ENSEMBLE,15559,32439
56312,Conversion,Invoice,Invoice,Yes,Complete,HOBBS & ASSOCIATES INC,3910,USD,46173,Etairos,46173,27836,46203,EBS House Account,HOBBS & ASSOCIATES INC,16911,30799
56182,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,714.8,USD,46164,Etairos,46173,27159,46194,EBS House Account,DAMON-MARCUS CO,17005,30901
56110,Conversion,Invoice,Invoice,Yes,Complete,MARIETTA CORPORATION,1029,USD,46162,Etairos,46173,28020,46192,EBS House Account,MARIETTA CORPORATION,15914,31352
56142,Conversion,Invoice,Invoice,Yes,Complete,CARTYS COOLING COMPANY,243.83,USD,46163,Etairos,46173,27808,46193,EBS House Account,CARTYS COOLING COMPANY,16162,30781
55951,Conversion,Invoice,Invoice,Yes,Complete,HOG & HOMINY,348.29,USD,46156,Etairos,46173,27120,46186,EBS House Account,HOG & HOMINY,16598,30522
601827,Conversion,Invoice,Invoice,Yes,Complete,1385 CORPORATE AVENUE LLC,460,USD,46162,Etairos,46173,28142,46192,EBS House Account,1385 CORPORATE AVENUE LLC,17260,30426
55773,Conversion,Invoice,Invoice,Yes,Complete,JACKSON STATE COMMUNITY COLLEG,883.3,USD,46142,Etairos,46173,28459,46172,EBS House Account,JACKSON STATE COMMUNITY COLLEG,17344,31617
56017,Conversion,Invoice,Invoice,Yes,Complete,KNIGHT & WILSON INC,1501.05,USD,46160,Etairos,46173,28337,46190,EBS House Account,KNIGHT & WILSON INC,16223,31890
53575,Conversion,Invoice,Invoice,Yes,Complete,GKG CONTRACTORS LLC,932.31,USD,46045,Etairos,46173,27867,46075,EBS House Account,GKG CONTRACTORS LLC,16172,31157
56206,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,132.8,USD,46164,Etairos,46173,26713,46194,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55678,Conversion,Invoice,Invoice,Yes,Complete,GOODMAN MECHANICAL LLC,2116.68,USD,46142,Etairos,46173,27647,46172,EBS House Account,GOODMAN MECHANICAL LLC,15680,31981
55974,Conversion,Invoice,Invoice,Yes,Complete,GOODMAN MECHANICAL LLC,2436.78,USD,46157,Etairos,46173,27647,46187,EBS House Account,GOODMAN MECHANICAL LLC,15680,31981
54614,Conversion,Invoice,Invoice,Yes,Complete,MECHANICAL SERVICES LLC,4457.62,USD,46085,Etairos,46173,27074,46115,EBS House Account,MECHANICAL SERVICES LLC,16103,30355
53327,Conversion,Invoice,Invoice,Yes,Complete,MECH TECH LLC,86.39,USD,46022,Etairos,46173,28311,46052,EBS House Account,MECH TECH LLC,16900,31600
56175,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,118.53,USD,46163,Etairos,46173,27077,46193,EBS House Account,SOEFKER SERVICES,16104,31859
53850,Conversion,Invoice,Invoice,Yes,Complete,ALLIANCE HEALTH SERVICES,5415.45,USD,46053,Etairos,46173,26971,46083,EBS House Account,ALLIANCE HEALTH SERVICES,16061,30256
56217,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,650,USD,46169,Etairos,46173,27854,46199,EBS House Account,HOWARD INDUSTRIES,16853,31949
55623,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,24710.26,USD,46141,Etairos,46173,27427,46171,EBS House Account,ESM MEMPHIS LLC,16005,30573
49502,Conversion,Invoice,Invoice,Yes,Complete,GRANT A/C & HEATING LLC,969.65,USD,45861,Etairos,46173,28092,45891,EBS House Account,GRANT A/C & HEATING LLC,16970,31868
55921,Conversion,Invoice,Invoice,Yes,Complete,ALPHA ENERGY SOLUTIONS,2645.89,USD,46156,Etairos,46173,28227,46186,EBS House Account,ALPHA ENERGY SOLUTIONS,16636,31533
56197,Conversion,Invoice,Invoice,Yes,Complete,MATLOCK MECHANICAL LLC,1448.88,USD,46164,Etairos,46173,26824,46194,EBS House Account,MATLOCK MECHANICAL LLC,16679,31254
56198,Conversion,Invoice,Invoice,Yes,Complete,TEMPERATURE INC,698.01,USD,46164,Etairos,46173,27622,46194,EBS House Account,TEMPERATURE INC,16725,32375
56199,Conversion,Invoice,Invoice,Yes,Complete,CMI MANAGEMENT INC,326.03,USD,46164,Etairos,46173,26818,46194,EBS House Account,CMI MANAGEMENT INC,15392,30376
56200,Conversion,Invoice,Invoice,Yes,Complete,MOTION INDUSTRIES -BHAM,437.12,USD,46164,Etairos,46173,28263,46194,EBS House Account,MOTION INDUSTRIES -BHAM,15492,32406
56201,Conversion,Credit Memo,Credit Memo,Yes,Complete,AIR TECHNICAL SERVICES,-170.11,USD,46164,Etairos,46173,12005,,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
56202,Conversion,Credit Memo,Credit Memo,Yes,Complete,AIR TECHNICAL SERVICES,-101.69,USD,46164,Etairos,46173,12005,,EBS House Account,AIR TECHNICAL SERVICES,7002,21007
56207,Conversion,Invoice,Invoice,Yes,Complete,DESOTO COUNTY SCHOOLS,18957.9,USD,46168,Etairos,46173,27494,46198,EBS House Account,DESOTO COUNTY SCHOOLS,15532,30680
56208,Conversion,Invoice,Invoice,Yes,Complete,DESOTO COUNTY SCHOOLS,13835.5,USD,46168,Etairos,46173,27494,46198,EBS House Account,DESOTO COUNTY SCHOOLS,15532,30680
56209,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,1356,USD,46168,Etairos,46173,26436,46198,EBS House Account,AIR COMPONENTS INC,16404,31378
56210,Conversion,Invoice,Invoice,Yes,Complete,SPECIALTY HEATING SERVICES LLC,384,USD,46168,Etairos,46173,26291,46198,EBS House Account,SPECIALTY HEATING SERVICES LLC,16207,32461
56211,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,33,USD,46168,Etairos,46173,26436,46198,EBS House Account,AIR COMPONENTS INC,16404,31378
56212,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,267,USD,46168,Etairos,46173,26436,46198,EBS House Account,AIR COMPONENTS INC,16404,31378
56213,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE,394.03,USD,46168,Etairos,46173,27771,46198,EBS House Account,SM LAWRENCE,17127,31022
56214,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,150,USD,46168,Etairos,46173,26436,46198,EBS House Account,AIR COMPONENTS INC,16404,31378
56215,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,375,USD,46169,Etairos,46173,27854,46199,EBS House Account,HOWARD INDUSTRIES,16853,31949
56216,Conversion,Invoice,Invoice,Yes,Complete,HOWARD INDUSTRIES,375,USD,46169,Etairos,46173,27854,46199,EBS House Account,HOWARD INDUSTRIES,16853,31949
56218,Conversion,Invoice,Invoice,Yes,Complete,POPLARVILLE SCHOOL DISTRICT,575,USD,46169,Etairos,46173,26717,46199,EBS House Account,POPLARVILLE SCHOOL DISTRICT,16538,31228
56219,Conversion,Invoice,Invoice,Yes,Complete,LOWNDES COUNTY SCHOOL DISTRICT,1397.6,USD,46169,Etairos,46173,28348,46199,EBS House Account,LOWNDES COUNTY SCHOOL DISTRICT,16282,31713
56222,Conversion,Invoice,Invoice,Yes,Complete,BAPTIST MEDICAL CENTER LEAKE,535,USD,46169,Etairos,46173,27957,46199,EBS House Account,BAPTIST MEDICAL CENTER LEAKE,16766,30268
56223,Conversion,Invoice,Invoice,Yes,Complete,TAV 221,1962.12,USD,46169,Etairos,46173,26418,46199,EBS House Account,TAV 221,16314,30285
56224,Conversion,Invoice,Invoice,Yes,Complete,GALLOWAY UNITED METHODIST CHURCH,425,USD,46169,Etairos,46173,27341,46199,EBS House Account,GALLOWAY UNITED METHODIST CHURCH,15514,32264
56225,Conversion,Invoice,Invoice,Yes,Complete,IVEY MECHANICAL CO LLC,385,USD,46169,Etairos,46173,28305,46199,EBS House Account,IVEY MECHANICAL CO LLC,16191,32446
56226,Conversion,Invoice,Invoice,Yes,Complete,SOLEO HEALTH,615.25,USD,46169,Etairos,46173,27475,46199,EBS House Account,SOLEO HEALTH,17348,31227
56227,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,985,USD,46169,Etairos,46173,26436,46199,EBS House Account,AIR COMPONENTS INC,16404,31378
56228,Conversion,Invoice,Invoice,Yes,Complete,ROBERT J KAPLAN MD,25823.53,USD,46169,Etairos,46173,26905,46199,EBS House Account,ROBERT J KAPLAN MD,16516,30584
56230,Conversion,Invoice,Invoice,Yes,Complete,CD-TT GERMANTOWN LLC,6129.05,USD,46169,Etairos,46173,27362,46199,EBS House Account,CD-TT GERMANTOWN LLC,17265,31308
56089,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,828.61,USD,46161,Etairos,46173,27014,46191,EBS House Account,MORGAN & THORNBURG INC,16511,32149
55456,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,525,USD,46135,Etairos,46173,26578,46165,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
56253,Conversion,Invoice,Invoice,Yes,Complete,OCHSNER HEALTH SYSTEM,771.6,USD,46171,Etairos,46173,26578,46201,EBS House Account,OCHSNER HEALTH SYSTEM,17173,32234
55960,Conversion,Invoice,Invoice,Yes,Complete,G MECHANICAL,258.02,USD,46156,Etairos,46173,27015,46186,EBS House Account,G MECHANICAL,16515,31301
56028,Conversion,Invoice,Invoice,Yes,Complete,A1 HANDYMAN SERVICES,64.91,USD,46160,Etairos,46173,26713,46190,EBS House Account,A1 HANDYMAN SERVICES,16586,30623
55901,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,850.44,USD,46155,Etairos,46173,27958,46185,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55998,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,1116,USD,46160,Etairos,46173,26436,46190,EBS House Account,AIR COMPONENTS INC,16404,31378
56232,Conversion,Invoice,Invoice,Yes,Complete,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,2765.12,USD,46169,Etairos,46173,27217,46199,EBS House Account,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF JONESBORO,17060,30281
56233,Conversion,Invoice,Invoice,Yes,Complete,LOWNDES COUNTY SCHOOL DISTRICT,4685,USD,46169,Etairos,46173,28348,46199,EBS House Account,LOWNDES COUNTY SCHOOL DISTRICT,16282,31713
56234,Conversion,Invoice,Invoice,Yes,Complete,STARK AEROSPACE,765,USD,46169,Etairos,46173,28236,46199,EBS House Account,STARK AEROSPACE,15277,31356
56240,Conversion,Invoice,Invoice,Yes,Complete,AIRFLO SALES INC,160,USD,46169,Etairos,46173,28170,46199,EBS House Account,AIRFLO SALES INC,16037,32431
56243,Conversion,Invoice,Invoice,Yes,Complete,MORGAN & THORNBURG INC,76.83,USD,46170,Etairos,46173,27014,46200,EBS House Account,MORGAN & THORNBURG INC,16511,32149
56244,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,60,USD,46170,Etairos,46173,26436,46200,EBS House Account,AIR COMPONENTS INC,16404,31378
56245,Conversion,Invoice,Invoice,Yes,Complete,AIR COMPONENTS INC,84,USD,46170,Etairos,46173,26436,46200,EBS House Account,AIR COMPONENTS INC,16404,31378
55565,Conversion,Invoice,Invoice,Yes,Complete,MIDWEST MACHINERY KC NEWCO LLC,2477.81,USD,46140,Etairos,46173,26681,46170,EBS House Account,MIDWEST MACHINERY KC NEWCO LLC,15292,30929
55568,Conversion,Invoice,Invoice,Yes,Complete,SM LAWRENCE,497,USD,46140,Etairos,46173,27771,46170,EBS House Account,SM LAWRENCE,17127,31022
55569,Conversion,Invoice,Invoice,Yes,Complete,ENFRA MCC LLC,4287.75,USD,46140,Etairos,46173,27598,46170,EBS House Account,ENFRA MCC LLC,16702,30723
55577,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES,4226.03,USD,46140,Etairos,46173,27236,46170,EBS House Account,UPCHURCH SERVICES,17147,31810
55580,Conversion,Invoice,Invoice,Yes,Complete,DESOTO COUNTY SCHOOLS,1507.25,USD,46141,Etairos,46173,27494,46171,EBS House Account,DESOTO COUNTY SCHOOLS,15532,30680
55581,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,3619.93,USD,46141,Etairos,46173,27958,46171,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55582,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,1000,USD,46141,Etairos,46173,27259,46171,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55584,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,1577.7,USD,46141,Etairos,46173,27373,46171,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
55585,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,1312.5,USD,46141,Etairos,46173,27373,46171,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
55586,Conversion,Invoice,Invoice,Yes,Complete,ENGINEERED COMFORT INC,207.6,USD,46141,Etairos,46173,28097,46171,EBS House Account,ENGINEERED COMFORT INC,16212,30487
55588,Conversion,Invoice,Invoice,Yes,Complete,HYATT CENTRIC BEALE STREET,1669.19,USD,46141,Etairos,46173,27110,46171,EBS House Account,HYATT CENTRIC BEALE STREET,16182,30797
55589,Conversion,Invoice,Invoice,Yes,Complete,HYATT CENTRIC BEALE STREET,1078.72,USD,46141,Etairos,46173,27110,46171,EBS House Account,HYATT CENTRIC BEALE STREET,16182,30797
55774,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,2334.14,USD,46142,Etairos,46173,27259,46172,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55775,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,11371.96,USD,46142,Etairos,46173,27259,46172,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55776,Conversion,Invoice,Invoice,Yes,Complete,REGIONAL ONE HEALTH,2966.51,USD,46142,Etairos,46173,27259,46172,EBS House Account,REGIONAL ONE HEALTH,15871,30727
55778,Conversion,Invoice,Invoice,Yes,Complete,W A SOEFKER & SON INC,337.31,USD,46142,Etairos,46173,27465,46172,EBS House Account,W A SOEFKER & SON INC,15639,31324
55779,Conversion,Invoice,Invoice,Yes,Complete,GASTRO ONE,1179.39,USD,46142,Etairos,46173,28252,46172,EBS House Account,GASTRO ONE,15224,30756
55781,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY KROC CENTER,678.04,USD,46142,Etairos,46173,26403,46172,EBS House Account,SALVATION ARMY KROC CENTER,16229,31275
55782,Conversion,Invoice,Invoice,Yes,Complete,TOWN OF COLLIERVILLE,2520.03,USD,46142,Etairos,46173,28364,46172,EBS House Account,TOWN OF COLLIERVILLE,15497,32246
55783,Conversion,Invoice,Invoice,Yes,Complete,AOC ALIANCYS LLC,3563.41,USD,46142,Etairos,46173,26584,46172,EBS House Account,AOC ALIANCYS LLC,15569,31110
55784,Conversion,Invoice,Invoice,Yes,Complete,WTH NORTH HOSPITAL,1693.6,USD,46142,Etairos,46173,27227,46172,EBS House Account,WTH NORTH HOSPITAL,17141,31001
55786,Conversion,Invoice,Invoice,Yes,Complete,MID-SOUTH ICE PLEX LLC,12924.55,USD,46142,Etairos,46173,27713,46172,EBS House Account,MID-SOUTH ICE PLEX LLC,15881,30813
55787,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY PURDUE CENTER,225,USD,46142,Etairos,46173,26747,46172,EBS House Account,SALVATION ARMY PURDUE CENTER,16171,31156
55788,Conversion,Invoice,Invoice,Yes,Complete,OSB SERVICES LLC,5600,USD,46142,Etairos,46173,26278,46172,EBS House Account,OSB SERVICES LLC,15604,30980
36322,Conversion,Invoice,Invoice,Yes,Complete,MAACO AMERICA'S BODYSHOP,1971.93,USD,45260,Etairos,46173,27724,45290,EBS House Account,MAACO AMERICA'S BODYSHOP,15842,32390
36796,Conversion,Invoice,Invoice,Yes,Complete,MAACO AMERICA'S BODYSHOP,371.34,USD,45281,Etairos,46173,27724,45311,EBS House Account,MAACO AMERICA'S BODYSHOP,15842,32390
37203,Conversion,Invoice,Invoice,Yes,Complete,MAACO AMERICA'S BODYSHOP,817.68,USD,45308,Etairos,46173,27724,45338,EBS House Account,MAACO AMERICA'S BODYSHOP,15842,32390
37740,Conversion,Invoice,Invoice,Yes,Complete,CANOPY MEMPHIS DOWNTOWN,71.23,USD,45330,Etairos,46173,28316,45360,EBS House Account,CANOPY MEMPHIS DOWNTOWN,15616,31788
38185,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,1773.72,USD,45348,Etairos,46173,27843,45378,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
38235,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,1277.49,USD,45350,Etairos,46173,26419,45380,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
38260,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,816.68,USD,45351,Etairos,46173,26419,45381,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
55051,Conversion,Invoice,Invoice,Yes,Complete,METRO MECHANICAL CONTRACTORS,349.94,USD,46107,Etairos,46173,12007,46137,EBS House Account,METRO MECHANICAL CONTRACTORS,7004,21005
55087,Conversion,Invoice,Invoice,Yes,Complete,ALL FLORIDA MECHANICAL SERVICE,525.77,USD,46111,Etairos,46173,27958,46141,EBS House Account,ALL FLORIDA MECHANICAL SERVICE,15364,30270
55090,Conversion,Invoice,Invoice,Yes,Complete,SOUTH CENTRAL HEATING & PLBG,5781,USD,46111,Etairos,46173,26767,46141,EBS House Account,SOUTH CENTRAL HEATING & PLBG,16220,31881
55104,Conversion,Invoice,Invoice,Yes,Complete,ESM MEMPHIS LLC,2954.25,USD,46112,Etairos,46173,27427,46142,EBS House Account,ESM MEMPHIS LLC,16005,30573
55936,Conversion,Invoice,Invoice,Yes,Complete,SALVATION ARMY KROC CENTER,900.68,USD,46156,Etairos,46173,26403,46186,EBS House Account,SALVATION ARMY KROC CENTER,16229,31275
55937,Conversion,Invoice,Invoice,Yes,Complete,TERRY SERVICE INC,3613.59,USD,46156,Etairos,46173,28070,46186,EBS House Account,TERRY SERVICE INC,16043,30779
55938,Conversion,Invoice,Invoice,Yes,Complete,BILLY ROGERS PLBG HTG & AIR,545.61,USD,46156,Etairos,46173,26502,46186,EBS House Account,BILLY ROGERS PLBG HTG & AIR,16657,32348
55939,Conversion,Invoice,Invoice,Yes,Complete,FERGUSON ENTERPRISES,2130,USD,46156,Etairos,46173,27175,46186,EBS House Account,FERGUSON ENTERPRISES,17020,30911
55940,Conversion,Invoice,Invoice,Yes,Complete,CITY OF MEMPHIS,886.67,USD,46156,Etairos,46173,28306,46186,EBS House Account,CITY OF MEMPHIS,16124,31954
55941,Conversion,Invoice,Invoice,Yes,Complete,DAMON-MARCUS CO,2642.19,USD,46156,Etairos,46173,27159,46186,EBS House Account,DAMON-MARCUS CO,17005,30901
55942,Conversion,Invoice,Invoice,Yes,Complete,AKIMA INTRA-DATA LLC,5697.86,USD,46156,Etairos,46173,27142,46186,EBS House Account,AKIMA INTRA-DATA LLC,17349,31417
55943,Conversion,Invoice,Invoice,Yes,Complete,THE ORPHEUM,225,USD,46156,Etairos,46173,27092,46186,EBS House Account,THE ORPHEUM,16112,31069
55944,Conversion,Invoice,Invoice,Yes,Complete,ELECTRIC MOTOR SALES & SERVICE,1305.59,USD,46156,Etairos,46173,26885,46186,EBS House Account,ELECTRIC MOTOR SALES & SERVICE,15471,32129
55945,Conversion,Invoice,Invoice,Yes,Complete,UPCHURCH SERVICES RIDGELAND,663.56,USD,46156,Etairos,46173,27373,46186,EBS House Account,UPCHURCH SERVICES RIDGELAND,16784,31371
55946,Conversion,Invoice,Invoice,Yes,Complete,TOWN OF COLLIERVILLE,1452.37,USD,46156,Etairos,46173,28364,46186,EBS House Account,TOWN OF COLLIERVILLE,15497,32246
55948,Conversion,Invoice,Invoice,Yes,Complete,SOEFKER SERVICES,762.98,USD,46156,Etairos,46173,27077,46186,EBS House Account,SOEFKER SERVICES,16104,31859
55949,Conversion,Invoice,Invoice,Yes,Complete,D & L INC,3041.51,USD,46156,Etairos,46173,26896,46186,EBS House Account,D & L INC,16254,31818
55950,Conversion,Invoice,Invoice,Yes,Complete,AIRETECH CORP,1628.27,USD,46156,Etairos,46173,28424,46186,EBS House Account,AIRETECH CORP,16519,32017
56194,Conversion,Invoice,Invoice,Yes,Complete,ACCURATE AIR COMPANY INC,10601.76,USD,46164,Etairos,46173,28423,46194,EBS House Account,ACCURATE AIR COMPANY INC,17264,30587
56195,Conversion,Invoice,Invoice,Yes,Complete,MARTIN & WHITE,332.54,USD,46164,Etairos,46173,27102,46194,EBS House Account,MARTIN & WHITE,16126,31774
56196,Conversion,Invoice,Invoice,Yes,Complete,MARTIN & WHITE,385.22,USD,46164,Etairos,46173,27102,46194,EBS House Account,MARTIN & WHITE,16126,31774
38456,Conversion,Invoice,Invoice,Yes,Complete,WOOTEN MECHANICAL LLC,146.68,USD,45357,Etairos,46173,27843,45387,EBS House Account,WOOTEN MECHANICAL LLC,16146,31699
38795,Conversion,Invoice,Invoice,Yes,Complete,FRANKLIN HTG AIR & VENTILATION,276.84,USD,45371,Etairos,46173,26419,45401,EBS House Account,FRANKLIN HTG AIR & VENTILATION,16286,31983
