Source Entity,Source Account #,Source Product Line,Product Line Description,Source Branch,Branch Description,Source Description,Account Number,Account Desc
Etairos,5080,3,Parts,2,Jackson,Inter-Co Cost Sales Parts Ms,50100,Material COGS
Etairos,5080,3,Parts,2,Jackson,Intra-Co Cost Sales Parts Ms,50100,Material COGS
Etairos,5080,4,General/HQ,1,Memphis,Inter-Co Cost Sales Ad Memph,50100,Material COGS
Etairos,5085,1,Equipment,1,Memphis,Salary Sales Eng Mph,61499,Commissions Expense
Etairos,5085,1,Equipment,2,Jackson,Salaries Sales Eng Ms,61499,Commissions Expense
Etairos,5085,1,Equipment,3,Arkansas,Salary Sales Eng Ar,61499,Commissions Expense
Etairos,5090,1,Equipment,1,Memphis,Adv/Mrkt/Promo-Equip Memphis,61500,Advertising
Etairos,5090,1,Equipment,2,Jackson,Adv/Mrkt/Promo-Equip Ms,61500,Advertising
Etairos,5090,1,Equipment,3,Arkansas,Advertising Ar,61500,Advertising
Etairos,5090,2,Service,1,Memphis,Adv/Mrkt/Promo-Svc Memphis,61500,Advertising
Etairos,5090,2,Service,2,Jackson,Adv/Mrkt/Promo-Svc Ms,61500,Advertising
Etairos,5090,3,Parts,1,Memphis,Adv/Mrkt/Promo-Parts Memphis,61500,Advertising
Etairos,5090,3,Parts,2,Jackson,Adv/Mrkt/Promo-Parts Ms,61500,Advertising
Etairos,5090,4,General/HQ,1,Memphis,Adv/Mrkt/Promo-Ad,61500,Advertising
Etairos,5100,1,Equipment,1,Memphis,Auto Equip Memphis,61600,Auto Expenses
Etairos,5100,1,Equipment,2,Jackson,Auto Equip Miss,61600,Auto Expenses
Etairos,5100,1,Equipment,3,Arkansas,Auto Equip Ar,61600,Auto Expenses
Etairos,5100,2,Service,1,Memphis,Auto Svc Memphis,61600,Auto Expenses
Etairos,5100,2,Service,2,Jackson,Auto Jackson Svc,61600,Auto Expenses
Etairos,5100,3,Parts,1,Memphis,Auto Parts Memphis,61600,Auto Expenses
Etairos,5100,3,Parts,2,Jackson,Auto: Parts Ms,61600,Auto Expenses
Etairos,5100,4,General/HQ,1,Memphis,Auto Ad Memphis,61600,Auto Expenses
Etairos,5105,1,Equipment,1,Memphis,Sales Commissions Memphis,61499,Commissions Expense
Etairos,5105,1,Equipment,2,Jackson,Sales Commissions Jackson,61499,Commissions Expense
Etairos,5105,3,Parts,1,Memphis,Commissions Whlsale Mem,61499,Commissions Expense
Etairos,5105,3,Parts,2,Jackson,Commissions Whlsale Jx,61499,Commissions Expense
Etairos,5120,1,Equipment,1,Memphis,Building Maintenance Equip Mph,65000,Maintenance Expense
Etairos,5120,2,Service,1,Memphis,Building Maintenance Svc Mph,65000,Maintenance Expense
Etairos,5120,3,Parts,1,Memphis,Building Maintenance Whsle Mph,65000,Maintenance Expense
Etairos,5130,2,Service,1,Memphis,Cost Of Svc Labor Memphis,50101,Cost of Goods Sold : Labor
Etairos,5130,2,Service,2,Jackson,Cost Of Svc Labor Ms,50101,Cost of Goods Sold : Labor
Etairos,5150,1,Equipment,1,Memphis,Contributions Eqp Memphis,61340,401K
Etairos,5150,1,Equipment,2,Jackson,Contributions Eqp Ms,61340,401K
Etairos,5150,1,Equipment,3,Arkansas,Contributions Ar,61340,401K
Etairos,5150,2,Service,1,Memphis,Contributions Service,61340,401K
Etairos,5150,3,Parts,1,Memphis,Contributions Parts Memphis,61340,401K
Etairos,5150,3,Parts,2,Jackson,Contributions Parts Ms,61340,401K
Etairos,5160,0,Equipment,0,Headquarters,A/P Clearing,50100,Material COGS
Etairos,5160,0,Equipment,1,Memphis,Dnu A/P Clearing,50100,Material COGS
Etairos,5180,0,Equipment,0,Headquarters,Discount On Sales,57600,Purchase Discounts
Etairos,5200,1,Equipment,1,Memphis,Dues And Subscriptions Eqp Mem,62100,Dues & Subscriptions
Etairos,5200,1,Equipment,2,Jackson,Dues And Subscriptions Eqp Ms,62100,Dues & Subscriptions
Etairos,5200,1,Equipment,3,Arkansas,Dues & Subscriptions Ar,62100,Dues & Subscriptions
Etairos,5200,2,Service,1,Memphis,Dues And Subscriptions Svc Mem,62100,Dues & Subscriptions
Etairos,5200,2,Service,2,Jackson,Dues And Subscriptions Svc Jx,62100,Dues & Subscriptions
Etairos,5200,3,Parts,1,Memphis,Dues And Subscrip Parts Memphi,62100,Dues & Subscriptions
Etairos,5200,3,Parts,2,Jackson,Dues & Subscriptions Parts Ms,62100,Dues & Subscriptions
Etairos,5250,1,Equipment,1,Memphis,Entertainment Equip Memphis,64050,Entertainment Expense
Etairos,5250,1,Equipment,2,Jackson,Entertainment Eqp Ms,64050,Entertainment Expense
Etairos,5250,1,Equipment,3,Arkansas,Entertainment - Ar,64050,Entertainment Expense
Etairos,5250,2,Service,1,Memphis,Entertainment Svc Memphis,64050,Entertainment Expense
Etairos,5250,2,Service,2,Jackson,Entertainment Svc Ms,64050,Entertainment Expense
Etairos,5250,3,Parts,1,Memphis,Entertainment Parts Memphis,64050,Entertainment Expense
Etairos,5250,3,Parts,2,Jackson,Entertainment Parts Ms,64050,Entertainment Expense
Etairos,5250,4,General/HQ,1,Memphis,Entertainment Ad Memphis,64050,Entertainment Expense
Etairos,5251,1,Equipment,1,Memphis,Business Meals Equip Mph 100%,64040,Meals
Etairos,5251,1,Equipment,2,Jackson,Business Meals Equip Ms 100%,64040,Meals
Etairos,5251,1,Equipment,3,Arkansas,Business Meals Equip Ar 100%,64040,Meals
Etairos,5251,2,Service,1,Memphis,Business Meals Svc Mph 100%,64040,Meals
Etairos,5251,2,Service,2,Jackson,Business Meals Svc Ms,64040,Meals
Etairos,5251,3,Parts,1,Memphis,Business Meals Parts Mph 100%,64040,Meals
Etairos,5251,3,Parts,2,Jackson,Business Meals Parts Ms 100%,64040,Meals
Etairos,5251,4,General/HQ,1,Memphis,Business Meals Ad,64040,Meals
Etairos,5255,1,Equipment,1,Memphis,Business Meals Equip Mph,64040,Meals
Etairos,5255,1,Equipment,2,Jackson,Business Meals Equip Ms,64040,Meals
Etairos,5255,1,Equipment,3,Arkansas,Business Meals Ar,64040,Meals
Etairos,5255,2,Service,1,Memphis,Business Meals Svc Mph,64040,Meals
Etairos,5255,3,Parts,1,Memphis,Business Meals Parts Mph,64040,Meals
Etairos,5255,3,Parts,2,Jackson,Business Meals Parts Ms,64040,Meals
Etairos,5300,1,Equipment,1,Memphis,Insurance - Med Equip Memphis,61310,Health
Etairos,5300,1,Equipment,2,Jackson,Insurance - Med Equip Ms,61310,Health
Etairos,5300,1,Equipment,3,Arkansas,Medical Ins Lr,61310,Health
Etairos,5300,2,Service,1,Memphis,Insurance - Med Svc Memphis,61310,Health
Etairos,5300,2,Service,2,Jackson,Insurance - Med Svc Ms,61310,Health
Etairos,5300,3,Parts,1,Memphis,Insurance - Medical Parts Mphs,61310,Health
Etairos,5300,3,Parts,2,Jackson,Insurance - Medical Parts Jx,61310,Health
Etairos,5300,4,General/HQ,1,Memphis,Insurance - Medical Ad Mphs,61310,Health
Etairos,5300,5,General/HQ,1,Memphis,Ins Deductions Headquarters,61310,Health
Etairos,5350,1,Equipment,1,Memphis,Insurance - Officers Life,61350,Life
Etairos,5400,1,Equipment,1,Memphis,Insurance - Other Eqp Mphs,61300,Benefits
Etairos,5400,1,Equipment,2,Jackson,Insurance - Other Eqp Ms,61300,Benefits
Etairos,5400,1,Equipment,3,Arkansas,Insurance - Other Ar,61300,Benefits
Etairos,5400,2,Service,1,Memphis,Insurance - Other Svc Mphs,61300,Benefits
Etairos,5400,2,Service,2,Jackson,Insurance - Other Svc Jx,61300,Benefits
Etairos,5400,3,Parts,1,Memphis,Insurance - Other Pts Mphs,61300,Benefits
Etairos,5400,3,Parts,2,Jackson,Insurance - Other Parts Jx,61300,Benefits
Etairos,5400,4,General/HQ,1,Memphis,Insurance - Other Ad,61300,Benefits
Etairos,5425,1,Equipment,1,Memphis,Ins Hsa Etairos,61300,Benefits
Etairos,5425,1,Equipment,1,Memphis,Ins Hsa/Fsa Etairos,61300,Benefits
Etairos,5425,1,Equipment,2,Jackson,Ins Hsa Etairos Jx Equip,61300,Benefits
Etairos,5425,1,Equipment,2,Jackson,Ins Hsa/Fsa Jx Equip,61300,Benefits
Etairos,5425,1,Equipment,3,Arkansas,Ins Hsa Etairos,61300,Benefits
Etairos,5425,2,Service,1,Memphis,Ins Hsa Etairos,61300,Benefits
Etairos,5425,2,Service,1,Memphis,Ins Hsa/Fsa Service,61300,Benefits
Etairos,5425,3,Parts,1,Memphis,Ins Hsa Etairos,61300,Benefits
Etairos,5425,3,Parts,1,Memphis,Ins Hsa/Fsa Wholesale Mem,61300,Benefits
Etairos,5425,3,Parts,2,Jackson,Hsa /Fsa Wholesale Jx,61300,Benefits
Etairos,5425,3,Parts,2,Jackson,Hsa Etairos Jx Parts,61300,Benefits
Etairos,5450,1,Equipment,1,Memphis,Interest Expense Eqp Mphs,98000,Interest Expense
Etairos,5450,1,Equipment,2,Jackson,Interest Expense Eqp Ms,98000,Interest Expense
Etairos,5450,2,Service,1,Memphis,Interest Expense Svc Mphs,98000,Interest Expense
Etairos,5450,2,Service,2,Jackson,Interest Expense Svc Ms,98000,Interest Expense
Etairos,5450,3,Parts,1,Memphis,Interest Expense Parts Mphs,98000,Interest Expense
Etairos,5450,3,Parts,2,Jackson,Interest Expense Parts Ms,98000,Interest Expense
Etairos,5540,2,Service,1,Memphis,Uniforms-Service Mph,63090,Uniforms
Etairos,5540,2,Service,2,Jackson,Uniforms-Service Ms,63090,Uniforms
Etairos,5540,3,Parts,1,Memphis,Unifomrs-Parts Mph,63090,Uniforms
Etairos,5550,1,Equipment,1,Memphis,Janitorial Expense Eqp Mphs,63010,Cleaning
Etairos,5550,1,Equipment,2,Jackson,Janitorial Expense Eqp Ms,63010,Cleaning
Etairos,5550,2,Service,1,Memphis,Janitorial Expense Svc Mphs,63010,Cleaning
Etairos,5550,3,Parts,1,Memphis,Janitorial Expense Parts Mphs,63010,Cleaning
Etairos,5550,3,Parts,2,Jackson,Janitorial Expense Parts Ms,63010,Cleaning
Etairos,5560,1,Equipment,1,Memphis,Waste Removal Eqp Mphs,63010,Cleaning
Etairos,5560,1,Equipment,2,Jackson,Waste Removal Eqp Ms,63010,Cleaning
Etairos,5560,2,Service,1,Memphis,Waste Removal Svc Mphs,63010,Cleaning
Etairos,5560,2,Service,2,Jackson,Waste Removal Svc Ms,63010,Cleaning
Etairos,5560,3,Parts,1,Memphis,Waste Removal Part Mphs,63010,Cleaning
Etairos,5560,3,Parts,2,Jackson,Waste Removal Parts Ms,63010,Cleaning
Etairos,5600,1,Equipment,1,Memphis,Legal And Accounting Eq Mphs,74100,Legal
Etairos,5600,1,Equipment,2,Jackson,Legal And Accounting Equip Ms,74100,Legal
Etairos,5600,1,Equipment,3,Arkansas,Legal And Accounting Ar,74100,Legal
Etairos,5600,2,Service,1,Memphis,Legal And Accounting Svc Mphs,74100,Legal
Etairos,5600,2,Service,2,Jackson,Legal And Accounting Svc Ms,74100,Legal
Etairos,5600,3,Parts,1,Memphis,Legal And Accounting Parts Mph,74100,Legal
Etairos,5600,3,Parts,2,Jackson,Legal And Accounting Parts Ms,74100,Legal
Etairos,5600,4,General/HQ,1,Memphis,Legal And Accounting Ad Mphs,74100,Legal
Etairos,5610,0,Equipment,0,Headquarters,Licensing,75300,Business License
Etairos,5610,1,Equipment,1,Memphis,Licensing Equipment Memphis,75300,Business License
Etairos,5610,1,Equipment,2,Jackson,Licensing Equip Jackson,75300,Business License
Etairos,5610,1,Equipment,3,Arkansas,Licensing Parts Little Rock,75300,Business License
Etairos,5610,2,Service,1,Memphis,Licensing Serv. Memphis,75300,Business License
Etairos,5610,3,Parts,2,Jackson,Licensing Parts Jackson,75300,Business License
Etairos,5660,1,Equipment,1,Memphis,Machine Rent Eqp Mphs,62025,Equipment Rent
Etairos,5660,1,Equipment,3,Arkansas,Machine Rent Lr,62025,Equipment Rent
Etairos,5660,2,Service,1,Memphis,Machine Rent Svc Mphs,62025,Equipment Rent
Etairos,5660,3,Parts,1,Memphis,Machine Rent Parts Mphs,62025,Equipment Rent
Etairos,5660,3,Parts,2,Jackson,Machine Rent Parts Ms,62025,Equipment Rent
Etairos,5800,3,Parts,1,Memphis,Territory Credits Parts Mphs,76000,Misc Expenses
Etairos,5850,1,Equipment,1,Memphis,Office Expense Eqp Mphs,63000,Office Expense
Etairos,5850,1,Equipment,2,Jackson,Office Expense: Eqp Ms,63000,Office Expense
Etairos,5850,1,Equipment,3,Arkansas,Office Expense - Ar,63000,Office Expense
Etairos,5850,2,Service,1,Memphis,Office Expense Svc Mphs,63000,Office Expense
Etairos,5850,2,Service,2,Jackson,Office Expense Svc Ms,63000,Office Expense
Etairos,5850,3,Parts,1,Memphis,Office Expense Parts Mphs,63000,Office Expense
Etairos,5850,3,Parts,2,Jackson,Office Expense Parts Ms,63000,Office Expense
Etairos,5850,4,General/HQ,1,Memphis,Office Expense: Ad Mphs,63000,Office Expense
Etairos,5860,1,Equipment,1,Memphis,Computer Expense Eqp Mphs,63150,Computer Expense
Etairos,5860,1,Equipment,2,Jackson,Computer Expense Eqp Ms,63150,Computer Expense
Etairos,5860,1,Equipment,3,Arkansas,Computer Expense Ar,63150,Computer Expense
Etairos,5860,2,Service,1,Memphis,Computer Expense Svc Mphs,63150,Computer Expense
Etairos,5860,2,Service,2,Jackson,Computer Expense Svc Ms,63150,Computer Expense
Etairos,5860,3,Parts,1,Memphis,Computer Expense Parts Mphs,63150,Computer Expense
Etairos,5860,3,Parts,2,Jackson,Computer Expense Parts Ms,63150,Computer Expense
Etairos,5860,4,General/HQ,1,Memphis,Computer Expense Ad,63150,Computer Expense
Etairos,5880,1,Equipment,1,Memphis,Adp Admin Fees Eqp Mphs,69110,Fees - Payroll
Etairos,5880,1,Equipment,2,Jackson,Adp Admin Fees,69110,Fees - Payroll
Etairos,5880,1,Equipment,3,Arkansas,Adp Admin Fees,69110,Fees - Payroll
Etairos,5880,2,Service,1,Memphis,Adp Admin Fees,69110,Fees - Payroll
Etairos,5880,2,Service,2,Jackson,Dnu Adp Admin Fees,69110,Fees - Payroll
Etairos,5880,3,Parts,1,Memphis,Adp Admin Fees,69110,Fees - Payroll
Etairos,5880,3,Parts,2,Jackson,Adp Admin Fees,69110,Fees - Payroll
Etairos,5900,1,Equipment,1,Memphis,Salaries Mgmt/Prin Equip Mem,61110,Salaries
Etairos,5900,1,Equipment,2,Jackson,Salaries Mgmt/Prin Equip Jx,61110,Salaries
Etairos,5900,1,Equipment,3,Arkansas,Salaries Mgmt/Pric Equip Ar,61110,Salaries
Etairos,5900,2,Service,1,Memphis,Salaries Mgmt/Prin Serv Mem,61110,Salaries
Etairos,5900,3,Parts,1,Memphis,Salaries Mgmt/Prin Wholesale M,61110,Salaries
Etairos,5900,3,Parts,2,Jackson,Salaries Mgmt/Prin Parts Jx,61110,Salaries
Etairos,5900,5,General/HQ,1,Memphis,Salaries Headquarters,61110,Salaries
Etairos,5901,1,Equipment,1,Memphis,Relocation Reimburse Equip Mem,76000,Misc Expenses
Etairos,5920,0,Equipment,0,Headquarters,Management Fees Gsi,61110,Salaries
Etairos,5920,1,Equipment,3,Arkansas,Mgt Fees Equip Arkansas,61110,Salaries
Etairos,5920,2,Service,1,Memphis,Mgt Fees Service Field Memphis,61110,Salaries
Etairos,5920,2,Service,2,Jackson,Mgt Fees Service Jackson,61110,Salaries
Etairos,5920,3,Parts,1,Memphis,Mgt Fees Parts Memphis,61110,Salaries
Etairos,5920,3,Parts,2,Jackson,Mgt Fees Parts Jackson,61110,Salaries
Etairos,5920,4,General/HQ,1,Memphis,Mgt Fees Ad Mempis,61110,Salaries
Etairos,5921,2,Service,1,Memphis,Mgt Fees Service Office Memphi,61110,Salaries
Etairos,5923,1,Equipment,1,Memphis,Mgt Fees Mgmt/Prin Equip Mem,61110,Salaries
Etairos,5923,1,Equipment,2,Jackson,Mgt Fees Mgmt/Prin Eqp Ms,61110,Salaries
Etairos,5923,1,Equipment,3,Arkansas,Mgt Fees Mgmt/Prin Eqp Ar,61110,Salaries
Etairos,5923,2,Service,1,Memphis,Mgt Fees Mgmt/Prin Svc Mph,61110,Salaries
Etairos,5923,2,Service,2,Jackson,Mgt Fees Mgmt/Prin Svc Ms,61110,Salaries
Etairos,5923,3,Parts,1,Memphis,Mgt Fees Mgmt/Prin Wholes Mph,61110,Salaries
Etairos,5923,3,Parts,2,Jackson,Mgt Fees Mgmt/Prin Parts Ms,61110,Salaries
Etairos,5923,4,General/HQ,1,Memphis,Mgt Fees Mgmt/Prin Ad Mph,61110,Salaries
Etairos,5925,1,Equipment,1,Memphis,Mgt Fees A/M/Hr/It Equip Mem,61110,Salaries
Etairos,5925,1,Equipment,2,Jackson,Mgt Fees A/M/Hr/It Equip Jx,61110,Salaries
Etairos,5925,2,Service,1,Memphis,Mgt Fees A/M/Hr/It Serv Mem,61110,Salaries
Etairos,5925,2,Service,2,Jackson,Mgt Fees A/M/Hr/It Serv Jx,61110,Salaries
Etairos,5925,3,Parts,1,Memphis,Mgt Fees A/M/Hr/It Wholes Mem,61110,Salaries
Etairos,5925,3,Parts,2,Jackson,Mgt Fees A/M/Hr/It Parts Jx,61110,Salaries
Etairos,5925,4,General/HQ,1,Memphis,Mgt Fees A/M/Hr/It Ad Mem,61110,Salaries
Etairos,5926,1,Equipment,1,Memphis,Mgt Fees Inside Sales Memphis,61110,Salaries
Etairos,5926,1,Equipment,2,Jackson,Mgt Fees Inside Sales Jackson,61110,Salaries
Etairos,5935,0,Equipment,0,Headquarters,Management Fees Dts,61110,Salaries
Etairos,5940,1,Equipment,1,Memphis,Salaries Sales Engineers,61110,Salaries
Etairos,5940,1,Equipment,2,Jackson,Salary Sales Engineers Jackson,61110,Salaries
Etairos,5940,3,Parts,2,Jackson,Salaries & Wages Parts Jackso,61110,Salaries
Etairos,5950,1,Equipment,3,Arkansas,Salaries Equip Ar,61110,Salaries
Etairos,5950,2,Service,1,Memphis,Salaries Service Field,61110,Salaries
Etairos,5950,3,Parts,1,Memphis,Salaries And Wages Parts,61110,Salaries
Etairos,5955,1,Equipment,1,Memphis,Sal Acct/Mktg/Hr/It Equip Mem,61110,Salaries
Etairos,5955,1,Equipment,2,Jackson,Sal Acct/Mktg/Hr/It Equip Jx,61110,Salaries
Etairos,5955,1,Equipment,3,Arkansas,Sal Acct/Mktg/Hr/It Equip Ar,61110,Salaries
Etairos,5955,2,Service,1,Memphis,Sal Acct/Mktg/Hr/It Service M,61110,Salaries
Etairos,5955,3,Parts,1,Memphis,Sal Acct/Mktg/Hr/Itwholesale M,61110,Salaries
Etairos,5955,3,Parts,2,Jackson,Sal Acct/Mktg/Hr/It Parts Jx,61110,Salaries
Etairos,5960,2,Service,1,Memphis,Salaries Service Office,61110,Salaries
Etairos,5970,1,Equipment,1,Memphis,Salaries Inside Sales Memphis,61110,Salaries
Etairos,5970,1,Equipment,2,Jackson,Salaries Inside Sales Jackson,61110,Salaries
Etairos,5975,1,Equipment,1,Memphis,Salaries Bonus Eq Mem,61160,Bonus
Etairos,5975,1,Equipment,2,Jackson,Salaries Bonus Eq Jx,61160,Bonus
Etairos,5975,2,Service,1,Memphis,Salaries Bonus Service,61160,Bonus
Etairos,5975,3,Parts,1,Memphis,Salaries Bonus Wh Mem,61160,Bonus
Etairos,5975,3,Parts,2,Jackson,Salaries Bonus Wh Jx,61160,Bonus
Etairos,5975,5,General/HQ,1,Memphis,Salaries Bonus Hq,61160,Bonus
Etairos,59998Q,0,Equipment,0,Headquarters,Qoe Cogs Adjustment,[null],QoE COGS Adjustment
Etairos,6000,1,Equipment,1,Memphis,Pension And Profit Sharing,61160,Bonus
Etairos,6000,1,Equipment,2,Jackson,Pension And Profit Sharing,61160,Bonus
Etairos,6000,1,Equipment,3,Arkansas,Pension And Profit Sharing Ar,61160,Bonus
Etairos,6000,2,Service,1,Memphis,Pension And Profit Sharing,61160,Bonus
Etairos,6000,3,Parts,1,Memphis,Pension And Profit Sharing,61160,Bonus
Etairos,6000,3,Parts,2,Jackson,Pension And Profit Sharing,61160,Bonus
Etairos,6000,5,General/HQ,1,Memphis,Pension And Profit Sharing,61160,Bonus
Etairos,6020,0,Equipment,0,Headquarters,Penalities,67000,Penalties and Fines Exp
Etairos,6040,1,Equipment,1,Memphis,Petty Cash,69100,Fees - Bank
Etairos,6050,1,Equipment,1,Memphis,Postage Equip Mph,63050,Postage
Etairos,6050,1,Equipment,2,Jackson,Postage Equip Ms,63050,Postage
Etairos,6050,1,Equipment,3,Arkansas,Postage-Ar,63050,Postage
Etairos,6050,2,Service,1,Memphis,Postage Service,63050,Postage
Etairos,6050,3,Parts,1,Memphis,Postage Parts Mph,63050,Postage
Etairos,6050,3,Parts,2,Jackson,Postage Parts Ms,63050,Postage
Etairos,6100,1,Equipment,1,Memphis,Rent,62000,Building Rent
Etairos,6100,1,Equipment,2,Jackson,Rent,62000,Building Rent
Etairos,6100,2,Service,1,Memphis,Rent,62000,Building Rent
Etairos,6100,2,Service,2,Jackson,Rent,62000,Building Rent
Etairos,6100,3,Parts,1,Memphis,Rent,62000,Building Rent
Etairos,6100,3,Parts,2,Jackson,Rent,62000,Building Rent
Etairos,6150,2,Service,1,Memphis,Truck Stock,61600,Auto Expenses
Etairos,6150,2,Service,2,Jackson,Truck Stock,61600,Auto Expenses
Etairos,6190,1,Equipment,1,Memphis,Tools,69300,Supplies/Tools
Etairos,6190,1,Equipment,2,Jackson,Tools,69300,Supplies/Tools
Etairos,6190,2,Service,1,Memphis,Tools,69300,Supplies/Tools
Etairos,6190,2,Service,2,Jackson,Tools,69300,Supplies/Tools
Etairos,6190,3,Parts,1,Memphis,Tools,69300,Supplies/Tools
Etairos,6190,3,Parts,2,Jackson,Tools,69300,Supplies/Tools
Etairos,6250,1,Equipment,1,Memphis,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,1,Equipment,2,Jackson,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,1,Equipment,3,Arkansas,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,2,Service,1,Memphis,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,3,Parts,1,Memphis,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,3,Parts,2,Jackson,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,4,General/HQ,1,Memphis,Unemployment Taxes - Tdes/Futa,61420,FUTA
Etairos,6250,5,General/HQ,1,Memphis,Futa/Suta,61420,FUTA
Etairos,6260,3,Parts,3,Arkansas,Storage Ar,69300,Supplies/Tools
Etairos,6270,1,Equipment,1,Memphis,Fica Taxes,61410,FICA
Etairos,6270,1,Equipment,2,Jackson,Fica Taxes,61410,FICA
Etairos,6270,1,Equipment,3,Arkansas,Fica Taxes Equip Ar,61410,FICA
Etairos,6270,2,Service,1,Memphis,Fica Taxes,61410,FICA
Etairos,6270,2,Service,2,Jackson,Fica Taxes,61410,FICA
Etairos,6270,3,Parts,1,Memphis,Fica Taxes,61410,FICA
Etairos,6270,3,Parts,2,Jackson,Fica Taxes,61410,FICA
Etairos,6270,4,General/HQ,1,Memphis,Fica Taxes,61410,FICA
Etairos,6270,5,General/HQ,1,Memphis,Fica Taxes,61410,FICA
Etairos,6300,1,Equipment,1,Memphis,Business Taxes,75300,Business License
Etairos,6300,1,Equipment,2,Jackson,Business Taxes,75300,Business License
Etairos,6300,1,Equipment,3,Arkansas,Business Tax,75300,Business License
Etairos,6300,2,Service,1,Memphis,Business Taxes Eqp Mphs,75300,Business License
Etairos,6300,3,Parts,1,Memphis,Business Taxes Parts Mphs,75300,Business License
Etairos,6300,3,Parts,2,Jackson,Business Tax,75300,Business License
Etairos,6310,1,Equipment,1,Memphis,Property Tax Equip Mph,75100,Property Tax
Etairos,6310,1,Equipment,2,Jackson,Property Tax Equip Ms,75100,Property Tax
Etairos,6310,1,Equipment,3,Arkansas,Property Tax Lr,75100,Property Tax
Etairos,6310,2,Service,1,Memphis,Property Tax Service Mph,75100,Property Tax
Etairos,6310,2,Service,2,Jackson,Property Tax Svc Ms,75100,Property Tax
Etairos,6310,3,Parts,1,Memphis,Property Tax Parts Mph,75100,Property Tax
Etairos,6310,3,Parts,2,Jackson,Property Tax Parts Ms,75100,Property Tax
Etairos,6320,1,Equipment,1,Memphis,Taxes Other Equip Mph,75500,Other Taxes
Etairos,6320,1,Equipment,2,Jackson,Taxes Other Equip Jx,75500,Other Taxes
Etairos,6320,1,Equipment,3,Arkansas,Taxes Other Lr,75500,Other Taxes
Etairos,6320,2,Service,1,Memphis,Taxes Other Service,75500,Other Taxes
Etairos,6320,3,Parts,1,Memphis,Taxes Other Parts Mph,75500,Other Taxes
Etairos,6320,3,Parts,2,Jackson,Taxes Other Parts Jx,75500,Other Taxes
Etairos,6350,1,Equipment,1,Memphis,Telephone Eqp Mphs,63070,Telephone
Etairos,6350,1,Equipment,2,Jackson,Telephone,63070,Telephone
Etairos,6350,1,Equipment,3,Arkansas,Telephone Ar,63070,Telephone
Etairos,6350,2,Service,1,Memphis,Telephone,63070,Telephone
Etairos,6350,2,Service,2,Jackson,Telephone,63070,Telephone
Etairos,6350,3,Parts,1,Memphis,Telephone,63070,Telephone
Etairos,6350,3,Parts,2,Jackson,Telephone,63070,Telephone
Etairos,6350,4,General/HQ,1,Memphis,Telephone,63070,Telephone
Etairos,6400,1,Equipment,1,Memphis,Travel,64000,Travel Expense
Etairos,6400,1,Equipment,2,Jackson,Travel,64000,Travel Expense
Etairos,6400,1,Equipment,3,Arkansas,Travel Ar,64000,Travel Expense
Etairos,6400,2,Service,1,Memphis,Travel,64000,Travel Expense
Etairos,6400,2,Service,2,Jackson,Travel,64000,Travel Expense
Etairos,6400,3,Parts,1,Memphis,Travel,64000,Travel Expense
Etairos,6400,3,Parts,2,Jackson,Travel,64000,Travel Expense
Etairos,6400,4,General/HQ,1,Memphis,Travel,64000,Travel Expense
Etairos,6410,1,Equipment,1,Memphis,Training,68000,"Training Expense, Professional"
Etairos,6410,1,Equipment,2,Jackson,Training,68000,"Training Expense, Professional"
Etairos,6410,1,Equipment,3,Arkansas,Training,68000,"Training Expense, Professional"
Etairos,6410,2,Service,1,Memphis,Training,68000,"Training Expense, Professional"
Etairos,6410,2,Service,2,Jackson,Training,68000,"Training Expense, Professional"
Etairos,6410,3,Parts,1,Memphis,Training,68000,"Training Expense, Professional"
Etairos,6410,3,Parts,2,Jackson,Training,68000,"Training Expense, Professional"
Etairos,6410,4,General/HQ,1,Memphis,Training,68000,"Training Expense, Professional"
Etairos,6450,1,Equipment,1,Memphis,Utilities,63095,Utilities Expense
Etairos,6450,1,Equipment,2,Jackson,Utilities,63095,Utilities Expense
Etairos,6450,2,Service,1,Memphis,Utilities,63095,Utilities Expense
Etairos,6450,2,Service,2,Jackson,Utilities,63095,Utilities Expense
Etairos,6450,3,Parts,1,Memphis,Utilities,63095,Utilities Expense
Etairos,6450,3,Parts,2,Jackson,Utilities,63095,Utilities Expense
Etairos,6460,1,Equipment,1,Memphis,Security,63095,Utilities Expense
Etairos,6460,1,Equipment,2,Jackson,Security,63095,Utilities Expense
Etairos,6460,2,Service,1,Memphis,Security,63095,Utilities Expense
Etairos,6460,2,Service,2,Jackson,Security,63095,Utilities Expense
Etairos,6460,3,Parts,1,Memphis,Security,63095,Utilities Expense
Etairos,6460,3,Parts,2,Jackson,Security,63095,Utilities Expense
Etairos,6600,1,Equipment,1,Memphis,Bad Debts,61700,Bad Debt
Etairos,6600,1,Equipment,2,Jackson,Bad Debts,61700,Bad Debt
Etairos,6600,2,Service,1,Memphis,Bad Debts,61700,Bad Debt
Etairos,6600,3,Parts,1,Memphis,Bad Debts,61700,Bad Debt
