Transaction Type,Trx Date,Trx Number/ Cross Ref,Po Number,Customer Name (Only Bill to/ No Ship To),Customer Address,Payment Term,Due Date,Invoice Amount,Salesperson Name,Sales credit percentage
Type,Date,Num,P. O. #,Name,Name Address,Terms,Due Date,Open Balance,,
Invoice,2026-02-24 00:00:00,245538,1059603-09241,University Mechanical Contractors Inc:UMC-Fircrest Rehabilitation Facility,"Attn:  Accts Payable 19020 33rd AVE W STE 400 Lynnwood, WA 98036",Net 30,2026-03-26 00:00:00,525.4,House Account,1
Invoice,2026-02-24 00:00:00,245771,025-005,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-26 00:00:00,690,House Account,1
Invoice,2026-02-24 00:00:00,241526-1,PO034153,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-26 00:00:00,3623.42,House Account,1
Invoice,2026-02-24 00:00:00,245669,PO039210,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-26 00:00:00,567.84,House Account,1
Invoice,2026-02-24 00:00:00,245660,C25-5600,Narrows Heating & Air Cond.:Narrows Heating - Special Projects,"5121 S Burlington Way Tacoma, WA 98409 USA",Net 30,2026-03-26 00:00:00,942,House Account,1
Invoice,2026-02-24 00:00:00,245665,1023244-81123,"Holaday-Parks Inc:HOL-SWA5 - Tukwila, WA (AMZ Warehouse)","4600 S 134th Place Tukwila, WA 98168-3241 USA",Net 30,2026-03-26 00:00:00,508.14,House Account,1
Invoice,2026-02-24 00:00:00,245610,56th Ballard Apartments,Comfort Systems USA NW:CNW-56th Ballard Apartments,"17683 128th Place NE Woodinville, WA 98072 USA",Net 30,2026-03-26 00:00:00,1125,House Account,1
Invoice,2026-02-24 00:00:00,244392,KOZ Wetmore,Steele Mechanical:STM-KOZ Wetmore Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-03-26 00:00:00,8500,House Account,1
Invoice,2026-02-24 00:00:00,245682,WORP,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-26 00:00:00,434.31,House Account,1
Invoice,2026-02-24 00:00:00,245682-1,WORP,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-26 00:00:00,250,House Account,1
Invoice,2026-02-24 00:00:00,245635,Wesley Homes Des Moines,United Systems Mechanical Inc:USM-Wesley Homes Des Moines,"1400 Airport Way S Suite 202 Seattle, WA 98134",Net 30,2026-03-26 00:00:00,1000.4,House Account,1
Invoice,2026-02-24 00:00:00,237525,164th Ave Residential - W,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-26 00:00:00,420,House Account,1
Invoice,2026-02-24 00:00:00,244349,KOZ Wetmore,Steele Mechanical:STM-KOZ Wetmore Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 60,2026-04-25 00:00:00,4000,,
Invoice,2026-02-24 00:00:00,242339-1,022-015,AMS:AMS-WORP,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-26 00:00:00,115,,
Invoice,2026-02-24 00:00:00,245607,11343,Capital Heating & Cooling:CAP-Yelm Water Reclamation Facility Ph2,"PO Box 3387 Lacey, WA 98509-3387 USA",Net 30,2026-03-26 00:00:00,800,House Account,1
Invoice,2026-02-24 00:00:00,245547,R260335,Atlas Mechanical Inc.:ATL-Woodinville Wine Village - Harvest,"428 North Pekin Road Woodland, WA 98674 USA",Net 30,2026-03-26 00:00:00,2575,House Account,1
Invoice,2026-02-24 00:00:00,245252,PO038663,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-26 00:00:00,7600,House Account,1
Invoice,2026-02-24 00:00:00,245537-1,Trimlite,Diamond Construction Services LLC:DIA-Trimlite,"35420 Military Rd So Auburn, WA 98001 USA",Net 30,2026-03-26 00:00:00,47800,House Account,1
Invoice,2026-02-25 00:00:00,245148-2,C15251041,Universal Refrigeration:Universal Refrig - Special Projects,"4102 B Pl NW Auburn, WA 98001 USA",Net 30,2026-03-27 00:00:00,45,House Account,1
Invoice,2026-02-25 00:00:00,244856,PO038762 15-26-30513,Hermanson Company:HER-Two Union Square,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-27 00:00:00,807,House Account,1
Invoice,2026-02-25 00:00:00,245695,Parkshore,"Pacific One Construction, Inc.:PON-Parkshore Juanita Bay","PO Box 2097 Kirkland, WA 98083 USA",Net 30,2026-03-27 00:00:00,133.72,House Account,1
Invoice,2026-02-25 00:00:00,245692,25683.0005,"JH Kelly, LLC:JHK-Special Projects","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-27 00:00:00,652.14,House Account,1
Invoice,2026-02-25 00:00:00,245291-3,Death & CO,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,88.5,House Account,1
Invoice,2026-02-25 00:00:00,245291-2,Death & CO,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,285.66,House Account,1
Invoice,2026-02-25 00:00:00,245291-4,Death & CO,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,228,House Account,1
Invoice,2026-02-25 00:00:00,245291-5,Death & CO,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,66.02,House Account,1
Invoice,2026-02-25 00:00:00,245800,2B4476.000007,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-27 00:00:00,59.28,House Account,1
Invoice,2026-02-25 00:00:00,245807,2250602,"Emerald Aire, Inc.:EME-Rejuvenate Apartments","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-27 00:00:00,481.2,House Account,1
Invoice,2026-02-25 00:00:00,245785,Mosaic Apartments,Steele Mechanical,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-03-27 00:00:00,655.2,,
Invoice,2026-02-25 00:00:00,245785-1,Mosaic Apartments,Steele Mechanical,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-03-27 00:00:00,13.19,,
Invoice,2026-02-25 00:00:00,245232-2,po038666,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-27 00:00:00,55,House Account,1
Invoice,2026-02-25 00:00:00,237973-3,Riverside Station,Zip Mechanical:ZIP-Riverside Station Apartments,"309 S Cloverdale St, Ste D43 Seattle, WA 98108 USA",Net 30,2026-03-27 00:00:00,7452,House Account,1
Invoice,2026-02-25 00:00:00,245232-1,po038666,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-27 00:00:00,1055.11,House Account,1
Invoice,2026-02-25 00:00:00,245847,Cherry Street,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,32,House Account,1
Invoice,2026-02-25 00:00:00,245596-1,po039118 16-25-28252,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-27 00:00:00,194,House Account,1
Invoice,2026-02-25 00:00:00,245973,PO039513,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-27 00:00:00,438.16,House Account,1
Invoice,2026-02-25 00:00:00,245949-2,54244-9868,United Systems Mechanical Inc:USM-Trace Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-27 00:00:00,55.5,House Account,1
Invoice,2026-02-25 00:00:00,245949,54244-9868,United Systems Mechanical Inc:USM-Trace Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-27 00:00:00,347.87,House Account,1
Invoice,2026-02-25 00:00:00,245915,25105.0007,"JH Kelly, LLC:JHK-Special Projects","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-27 00:00:00,1295.55,House Account,1
Invoice,2026-02-25 00:00:00,245951,Federal Way,"Pacific One Construction, Inc.:Pacific One Construction GOF","1108 8th St Kirkland, WA 98033 USA",Net 30,2026-03-27 00:00:00,390.54,House Account,1
Invoice,2026-02-25 00:00:00,245938,PO039548,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-27 00:00:00,282.94,House Account,1
Invoice,2026-02-25 00:00:00,245920,Columbia City Condos,Zip Mechanical:Zip-Columbia City Condos,"309 S Cloverdale St, Suite D43 Seattle, WA 98108 USA",Net 30,2026-03-27 00:00:00,77,House Account,1
Credit Memo,2026-02-25 00:00:00,245836,BF928557,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-27 00:00:00,-270,House Account,1
Invoice,2026-02-26 00:00:00,245339,04537/M-00039,Air Systems Engineering Inc:ASE-Air Systems - Small Projects,"3602 S Pine St Tacoma, WA 98409 USA",Net 30,2026-03-28 00:00:00,1000,House Account,1
Invoice,2026-02-26 00:00:00,243239,238651,Acco Engineered Systems (401856):ACC-Axis 9 Level 4,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-28 00:00:00,2335,House Account,1
Invoice,2026-02-26 00:00:00,245924,56379-44310,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-28 00:00:00,575,House Account,1
Invoice,2026-02-26 00:00:00,244893-1,2872904,Bargreen Ellingson:Bar-Bottega - 640 Woodlands Lacey WA -,"6626 Tacoma Mall Blvd Ste B Tacoma, WA 98409 USA",Net 30,2026-03-28 00:00:00,3306,House Account,1
Invoice,2026-02-26 00:00:00,244470-1,2297-130-25,Five Star Mechanical:Fiv-Grade Road Self Storage,"7509 Grange St W Lakewood, WA 98499 USA",Net 30,2026-03-28 00:00:00,16590,House Account,1
Invoice,2026-02-26 00:00:00,244348,KOZ Wetmore,Steele Mechanical:STM-KOZ Wetmore Everett,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 60,2026-04-27 00:00:00,4500,House Account,1
Invoice,2026-02-26 00:00:00,244157-2,13122,Capital Heating & Cooling:CAP-Maple Lane Expansion P2,"PO Box 3387 Lacey, WA 98509-3387 USA",Net 30,2026-03-28 00:00:00,22580,House Account,1
Invoice,2026-02-26 00:00:00,245988,15503,Blythe Mechanical Inc:Blythe - Special Projects,"3000 W Illinois St Bellingham, WA 98225 USA",Net 30,2026-03-28 00:00:00,475,House Account,1
Invoice,2026-02-26 00:00:00,245967,12349,"Emerald Aire, Inc.:Emerald Aire - Special Projects","5108 D St NW Auburn, WA 98001 USA",Net 30,2026-03-28 00:00:00,800,House Account,1
Invoice,2026-02-26 00:00:00,245944,PO# 166529-133798,University Mechanical Contractors Inc:UMC-Small Projects,"Attn: Accts Payable PO Box 67 Mukilteo, WA 98275-4255",Net 30,2026-03-28 00:00:00,250,House Account,1
Invoice,2026-02-26 00:00:00,246054,Mosaic & VMP,Steele Mechanical:STM-Special Projects,"3615 W Mukilteo Blvd Everett, WA 98203 USA",Net 30,2026-03-28 00:00:00,300,House Account,1
Invoice,2026-02-26 00:00:00,245587,23759,TRS Mechanical Inc:TRS-Sumner Operations Facility Phase 3,"9523 19th Ave E Tacoma, WA 98445 USA",Net 30,2026-03-28 00:00:00,805,House Account,1
Invoice,2026-02-26 00:00:00,245317,23696,TRS Mechanical Inc:TRS-Special Projects,"9523 19th Ave E Tacoma, WA 98445 USA",Net 30,2026-03-28 00:00:00,2358.7,House Account,1
Invoice,2026-02-26 00:00:00,245736,T-154,Pacific Mechanical Systems:PMS-Alderwood Water & Wastewater,"2100 196th Street SW Suite 123 Lynnwood, WA 98036",Net 30,2026-03-28 00:00:00,6280,House Account,1
Invoice,2026-02-26 00:00:00,245228-2,54347-9897,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-28 00:00:00,4342,House Account,1
Invoice,2026-02-26 00:00:00,245119-1,Victory Northgate,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-28 00:00:00,1140,House Account,1
Invoice,2026-02-26 00:00:00,245580,brown ephrata,"T & M Of WA, Inc.:T&M-Brown & Brown TI Ephrata","2711 S Fifth Ave Union Gap, WA 98903 USA",Net 30,2026-03-28 00:00:00,275,House Account,1
Invoice,2026-02-26 00:00:00,245952,PO23704,Johnson-Barrow,"2203 23rd Ave S Seattle, WA 98144 USA",Net 30,2026-03-28 00:00:00,88,House Account,1
Invoice,2026-02-26 00:00:00,245265,1A4104.010646,Auburn Mechanical Inc:AUB-UW Haggett Hall,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-28 00:00:00,47770,House Account,1
Invoice,2026-02-26 00:00:00,245871,A250401501,"Emerald Aire, Inc.:EME-The Foundry @ Totem Lake","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-28 00:00:00,525,House Account,1
Invoice,2026-02-26 00:00:00,235840,Wesley Bradley Park Phase,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-28 00:00:00,7820,House Account,1
Invoice,2026-02-26 00:00:00,246077,2872904,Bargreen Ellingson:Bar-Bottega - 640 Woodlands Lacey WA -,"6626 Tacoma Mall Blvd Ste B Tacoma, WA 98409 USA",Net 30,2026-03-28 00:00:00,360,House Account,1
Invoice,2026-02-26 00:00:00,244815-1,322070,Andgar Mechanical LLC:ANG-Granary Harcourt Building B,"PO Box 2708 Ferndale, WA 98248 USA",Net 30,2026-03-28 00:00:00,860,House Account,1
Invoice,2026-02-26 00:00:00,245678-1,693735,"MacDonald-Miller Facility Solutions, Inc.:MAC-Swedish Medical Center North Tower","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-28 00:00:00,5190,House Account,1
Invoice,2026-02-26 00:00:00,245744,305910,Vital Mechanical Service:Vit-TerraPower,"1420 Maple Ave SW Renton, WA 98057 USA",Net 30,2026-03-28 00:00:00,370,House Account,1
Invoice,2026-02-27 00:00:00,246097,23219.0179,"JH Kelly, LLC:JHK-Special Projects","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-29 00:00:00,427.84,House Account,1
Invoice,2026-02-27 00:00:00,246096,25577.0026,"JH Kelly, LLC:JHK-Special Projects","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-29 00:00:00,187,House Account,1
Invoice,2026-02-27 00:00:00,246088,PO039710,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-29 00:00:00,418.12,House Account,1
Invoice,2026-02-27 00:00:00,245745,266712,Acco Engineered Systems (401856):ACC-SEA99,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,42.07,House Account,1
Invoice,2026-02-27 00:00:00,246067,60940805,Acco Engineered Systems (401856):ACC-SEA99,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,45.36,House Account,1
Invoice,2026-02-27 00:00:00,245905,266712,Acco Engineered Systems (401856):ACC-SEA99,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,43.26,House Account,1
Invoice,2026-02-27 00:00:00,245905-1,266712,Acco Engineered Systems (401856):ACC-SEA99,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,110,House Account,1
Invoice,2026-02-27 00:00:00,245905-2,266712,Acco Engineered Systems (401856):ACC-SEA99,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,145.03,House Account,1
Invoice,2026-02-27 00:00:00,246081,54423-9891,United Systems Mechanical Inc:USM-Tanager Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,173.55,House Account,1
Invoice,2026-02-27 00:00:00,246045,54244-9868,United Systems Mechanical Inc:USM-Trace Apartments,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,62.8,House Account,1
Invoice,2026-02-27 00:00:00,246039,2J4501.000005,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-29 00:00:00,1170.61,House Account,1
Invoice,2026-02-27 00:00:00,246038,P12049-762366,Johansen Mechanical:Johansen - Special Projects,"16372 177th Ave SE Monroe, WA 98272 USA",Net 30,2026-03-29 00:00:00,41.18,House Account,1
Invoice,2026-02-27 00:00:00,245885,PO039499,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,573.5,,
Invoice,2026-02-27 00:00:00,241527-2,PO034157,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,3623.42,,
Invoice,2026-02-27 00:00:00,245757,04546/M-00014,Air Systems Engineering Inc:ASE-Air Systems - Small Projects,"3602 S Pine St Tacoma, WA 98409 USA",Net 30,2026-03-29 00:00:00,2793,,
Invoice,2026-02-27 00:00:00,246016,2509-2720,Ocean Park Mechanical Inc:OCE-Live Nation TI,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-29 00:00:00,209.19,House Account,1
Invoice,2026-02-27 00:00:00,245989,3573-2517-630,Delta Technology Corporation:DEL-Renton Market & Piazza TI,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-03-29 00:00:00,1200,House Account,1
Invoice,2026-02-27 00:00:00,246010,2511-2720,Ocean Park Mechanical Inc:OCE-ONNI Level 13 Restaurant,"2428 King George Hwy  Suite102 Surrey, BC V4P 1H5 CANADA",Net 30,2026-03-29 00:00:00,425.99,House Account,1
Invoice,2026-02-27 00:00:00,245119-2,Victory Northgate,AMS:AMS-Victory Northgate,"22129 NE 114th ST Bellevue, WA 98053 USA",Net 30,2026-03-29 00:00:00,1600,,
Invoice,2026-02-27 00:00:00,245977,64072,DK Systems:DK -Special Projects,"PO Box 886 Burlington, WA 98233 USA",Net 30,2026-03-29 00:00:00,4781.42,House Account,1
Invoice,2026-02-27 00:00:00,245956,1A4104.010666,Auburn Mechanical Inc:AUB-UW Haggett Hall,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-29 00:00:00,2979.62,House Account,1
Invoice,2026-02-27 00:00:00,245965,1G4417.030018,Auburn Mechanical Inc:AUB-Auburn Mechanical - Small Projects,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-29 00:00:00,2635,House Account,1
Invoice,2026-02-27 00:00:00,245966,1K4233.010422,Auburn Mechanical Inc:AUB-TPS Lowell Elementary,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-29 00:00:00,90.96,House Account,1
Invoice,2026-02-27 00:00:00,245526,118592,Shinn Mechanical Inc:Shi-Special Projects,"7010 S 188th St Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,2247.7,House Account,1
Invoice,2026-02-27 00:00:00,245866,A250401501,"Emerald Aire, Inc.:EME-The Foundry @ Totem Lake","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-29 00:00:00,435,House Account,1
Invoice,2026-02-27 00:00:00,245872,PO039464,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-29 00:00:00,1700.5,House Account,1
Invoice,2026-02-27 00:00:00,245884,A250811512,"Emerald Aire, Inc.:EME-Cultivate Apartments","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-29 00:00:00,6726,House Account,1
Invoice,2026-02-27 00:00:00,246150,17704B,The Salcido Connection Inc.:Salcido - Special Projects,"615 C-1 N Wenatchee Ave Wenatchee, WA 98801 USA",Net 30,2026-03-29 00:00:00,56,House Account,1
Invoice,2026-02-27 00:00:00,246105,2648,Trimble Mechanical:TBM-Premier Storage Maple Valley,"PO Box 2327 Buckley, WA 98321 USA",Net 30,2026-03-29 00:00:00,478.92,House Account,1
Credit Memo,2026-02-27 00:00:00,246153,9500-1035-237000-1,Holmberg Company:HOM-Overlook Walk Seattle Waterfront,"12001 SE 9th Pl, Suite 300 Bellevue, WA 98005 USA",Net 30,2026-03-29 00:00:00,-110,House Account,1
Invoice,2026-02-27 00:00:00,245635-1,54428-9922,United Systems Mechanical Inc:USM-Wesley Homes Des Moines,"1400 Airport Way S Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,246.1,House Account,1
Invoice,2026-02-27 00:00:00,245635-2,54428-9922,United Systems Mechanical Inc:USM-Wesley Homes Des Moines,"1400 Airport Way S Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,237.33,House Account,1
Invoice,2026-02-27 00:00:00,245635-3,54428-9922,United Systems Mechanical Inc:USM-Wesley Homes Des Moines,"1400 Airport Way S Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,24.38,House Account,1
Invoice,2026-02-27 00:00:00,245430,PO038602-1 21-25-27284,Hermanson Company:HER-Snoqualmie Valley Health SVH MOB Ph,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,490,House Account,1
Invoice,2026-02-27 00:00:00,245352,3573-2517-630,Delta Technology Corporation:DEL-Renton Market & Piazza TI,"1223 Valentine Ave SE Pacific, WA 98047 USA",Net 30,2026-03-29 00:00:00,1945,House Account,1
Invoice,2026-02-27 00:00:00,246173,406837,Sunset Air:SUN-PTOI Housing Project,"5210 Lacey Boulevard SE Lacey, WA 98503 USA",Net 30,2026-03-29 00:00:00,818,House Account,1
Invoice,2026-02-27 00:00:00,245990,PO039603 15-25-26895,Hermanson Company:HER-JPMC RIC,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,2146.08,House Account,1
Invoice,2026-02-27 00:00:00,246184-1,166390-131913,University Mechanical Contractors Inc:UMC-Small Projects,"Attn: Accts Payable PO Box 67 Mukilteo, WA 98275-4255",Net 30,2026-03-29 00:00:00,149.8,House Account,1
Invoice,2026-02-27 00:00:00,246184,166390-131913,University Mechanical Contractors Inc:UMC-Small Projects,"Attn: Accts Payable PO Box 67 Mukilteo, WA 98275-4255",Net 30,2026-03-29 00:00:00,1118.06,House Account,1
Invoice,2026-02-27 00:00:00,246156,205629,PSR Mechanical Inc:PSR-Small Projects,"PO Box 27073 Seattle, WA 98165 USA",Net 30,2026-03-29 00:00:00,208.12,House Account,1
Invoice,2026-02-27 00:00:00,246094,Death & Co,CFM Heating & Cooling Inc:CFM Heating & Cooling GOF,"PO Box 3205 Kirkland, WA 98033 USA",Net 30,2026-03-29 00:00:00,145.44,House Account,1
Invoice,2026-02-27 00:00:00,246137,PO003743,Hermanson Company:HER-Small Projects,"Hermanson Company 1221 2nd Ave N Kent, WA 98032",Net 30,2026-03-29 00:00:00,907.88,House Account,1
Invoice,2026-02-27 00:00:00,246138,PO039654 15-26-30419,Hermanson Company:HER-Two Union Square,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,807,House Account,1
Invoice,2026-02-27 00:00:00,246135,2925 Madison,"Pacific One Construction, Inc.:PON-2925 E Madison Apt - Seattle","PO Box 2097 Kirkland, WA 98083 USA",Net 30,2026-03-29 00:00:00,484,House Account,1
Invoice,2026-02-27 00:00:00,245942,203344,Elite Mechanical Services:Eli-GH Part,"2625 Reinhardt LN NE STE F Lacey, WA 98516 USA",Net 30,2026-03-29 00:00:00,425,House Account,1
Invoice,2026-02-27 00:00:00,246133,Parkshore,"Pacific One Construction, Inc.:PON-Parkshore Juanita Bay","PO Box 2097 Kirkland, WA 98083 USA",Net 30,2026-03-29 00:00:00,66,House Account,1
Invoice,2026-02-27 00:00:00,246187,Inventory Stock,Air Carolinas,"3400 Yonkers Rd Ste 110 Raleigh, NC 27604 USA",Net 30,2026-03-29 00:00:00,7903.5,House Account,1
Invoice,2026-02-27 00:00:00,246033,25460.0098,"JH Kelly, LLC:JHK-Crossroads Bible Church","PO BOX 2038 Longview, WA 98632 USA",Net 30,2026-03-29 00:00:00,52.4,House Account,1
Invoice,2026-02-27 00:00:00,245498-1,54391-9897,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,23.22,House Account,1
Invoice,2026-02-27 00:00:00,246003,54420-9897,United Systems Mechanical Inc:USM-Wesley Bradley Park Phase 2,"1400 Airport Way South Suite 202 Seattle, WA 98134",Net 30,2026-03-29 00:00:00,250.24,House Account,1
Invoice,2026-02-27 00:00:00,245971,sp929191,"Evergreen Refrigeration, LLC:Evergreen - Special Projects","727 S Kenyon St Seattle, WA 98108 USA",Net 30,2026-03-29 00:00:00,9.62,House Account,1
Invoice,2026-02-27 00:00:00,245987-1,Snow Peak,Tapps Electric,"1202 Main Street Sumner, WA 98390 USA",Net 30,2026-03-29 00:00:00,261.92,House Account,1
Invoice,2026-02-27 00:00:00,245987,Snow Peak,Tapps Electric,"1202 Main Street Sumner, WA 98390 USA",Net 30,2026-03-29 00:00:00,79.65,House Account,1
Invoice,2026-02-27 00:00:00,244819,235212,Acco Engineered Systems (401856):ACC-Redmond East Building 3 SEA135,"888 E. Walnut St (401856) Pasadena, CA 91101 USA",Net 30,2026-03-29 00:00:00,7910,House Account,1
Invoice,2026-02-27 00:00:00,244599,1S4198.010004,Auburn Mechanical Inc:AUB-ASUW Shell House Renovation,"PO Box 249 Auburn, WA 98071-0249 USA",Net 30,2026-03-29 00:00:00,5130,House Account,1
Invoice,2026-02-27 00:00:00,246044,4423-237000-1,Holmberg Company:HOM-Special Projects,"12001 SE 9th Pl, Suite 300 Bellevue, WA 98005 USA",Net 30,2026-03-29 00:00:00,80.18,House Account,1
Invoice,2026-02-27 00:00:00,245993,118631,Shinn Mechanical Inc:Shi-Special Projects,"7010 S 188th St Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,3600,House Account,1
Invoice,2026-02-27 00:00:00,245590,04538/M-00003,Air Systems Engineering Inc:ASE-Air Systems - Small Projects,"3602 S Pine St Tacoma, WA 98409 USA",Net 30,2026-03-29 00:00:00,880,House Account,1
Invoice,2026-02-27 00:00:00,245500,A250408504,"Emerald Aire, Inc.:Emerald Aire - Special Projects","5108 D St NW Auburn, WA 98001 USA",Net 30,2026-03-29 00:00:00,275,House Account,1
Invoice,2026-02-27 00:00:00,245508,A250811509,"Emerald Aire, Inc.:EME-Cultivate Apartments","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-29 00:00:00,195,House Account,1
Invoice,2026-02-27 00:00:00,241352,2250502002,"Emerald Aire, Inc.:EME-Riverfront Building C","5108 D Street NW Auburn, WA 98001 USA",Net 30,2026-03-29 00:00:00,29265,House Account,1
Invoice,2026-02-27 00:00:00,245674,693457,"MacDonald-Miller Facility Solutions, Inc.:MAC-Swedish Medical Center North Tower","PO Box 47983 Seattle, WA 98146 USA",Net 30,2026-03-29 00:00:00,1550,House Account,1
Invoice,2026-02-27 00:00:00,235905-12,PO025716-1,Hermanson Company:HER-616 Battery,"1221 2nd Ave N Kent, WA 98032 USA",Net 30,2026-03-29 00:00:00,1025.02,House Account,1
